"BURNLEY W.W. (RAM'S CLOUGH HEAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2961,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,5.08,5.48,2.30,6.35,-999.00,2.08,1.86,,
February,,,,3.52,3.76,4.32,0.88,0.97,1.01,1.62,,
March,,,,0.85,3.23,2.64,2.96,2.03,3.25,3.28,,
April,,,,2.38,2.24,2.48,2.68,1.43,2.50,2.62,,
May,,,,1.31,1.90,3.13,4.71,2.21,1.32,2.63,,
June,,,,4.87,1.26,3.80,2.40,0.41,3.27,0.70,,
July,,,6.46,3.53,5.46,1.64,4.15,2.65,5.36,3.97,,
August,,,4.53,2.59,2.10,1.89,2.33,1.73,4.55,5.82,,
September,,,2.73,7.66,2.91,5.11,3.57,5.24,1.30,2.71,,
October,,,4.92,5.40,3.28,6.83,6.36,2.49,1.93,4.92,,
November,,,7.18,4.53,1.75,3.11,3.78,3.33,7.43,1.89,,
December,,,4.29,3.58,5.37,1.95,5.84,3.13,3.05,2.87,,
Total,,,,45.30,38.74,39.20,46.01,28.13,37.05,34.89,,
Calc annual,0.00,0.00,30.11,45.30,38.74,39.20,46.01,25.62,37.05,34.89,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,2.51,0.00,0.00,,
