"CHERTSEY LONG CROSS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.41,1.31,1.43,2.08,2.44,2.08,3.64,1.68,1.22,1.10,,
February,2.68,2.38,1.63,4.14,1.80,2.40,0.50,0.72,1.09,2.20,,
March,0.43,2.04,0.98,1.01,1.36,1.58,1.57,1.84,3.24,1.51,,
April,1.66,0.45,3.18,1.26,1.31,1.16,2.25,1.43,1.82,2.32,,
May,0.30,1.65,1.48,1.88,0.51,2.88,3.84,1.60,1.27,2.72,,
June,2.71,1.89,2.68,2.24,1.66,1.66,0.88,1.20,2.94,1.05,,
July,5.48,2.03,2.00,2.09,1.78,0.23,1.97,0.72,5.33,1.34,,
August,0.98,6.32,1.34,0.37,0.99,0.54,0.76,1.81,2.25,2.19,,
September,4.80,2.35,1.75,2.85,1.84,5.09,2.03,1.78,1.34,1.37,,
October,5.26,2.19,5.55,2.06,1.04,3.56,3.88,1.48,1.62,3.18,,
November,1.75,3.04,2.77,2.92,1.56,3.35,2.77,3.53,4.28,1.08,,
December,2.93,2.87,2.46,0.62,2.57,1.25,5.00,1.55,1.22,1.39,,
Total,29.39,28.52,27.25,23.52,18.86,25.78,29.09,19.34,27.62,21.45,,
Calc annual,29.39,28.52,27.25,23.52,18.86,25.78,29.09,19.34,27.62,21.45,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
