"BELFAST, GLENBANK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,4.37,1.90,3.50,,,,,
February,,,,,3.85,5.00,4.60,,,,,
March,,,,,5.30,1.05,3.10,,,,,
April,,,,,3.10,4.50,3.90,,,,,
May,,,,,1.30,2.80,2.65,,,,,
June,,,,,1.34,1.17,2.24,,,,,
July,,,,,3.65,2.63,2.00,,,,,
August,,,,,3.85,0.95,1.40,,,,,
September,,,,,4.52,4.15,2.06,,,,,
October,,,,,5.10,5.42,4.10,,,,,
November,,,,,6.70,5.00,4.90,,,,,
December,,,,,6.22,2.50,4.55,,,,,
Total,,,,,49.30,37.07,39.00,,,,,
Calc annual,0.00,0.00,0.00,0.00,49.30,37.07,39.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,NaN,NaN,NaN,,
