"NORTHAMPTON, AGNES ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,2.90,2.61,1.02,,,
February,,,,,,,0.65,0.53,2.53,,,
March,,,,,,,1.83,1.46,2.81,,,
April,,,,,,,1.73,1.15,1.97,,,
May,,,,,,,4.28,2.46,0.91,,,
June,,,,,,,0.67,1.20,1.39,,,
July,,,,,,,3.57,0.75,4.39,,,
August,,,,,,,1.47,1.23,1.83,,,
September,,,,,,,1.36,1.69,1.20,,,
October,,,,,,,3.70,1.70,0.53,,,
November,,,,,,,1.69,1.77,3.33,,,
December,,,,,,,3.85,1.38,1.60,,,
Total,,,,,,,27.70,17.93,23.51,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,27.70,17.93,23.51,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,NaN,,
