"COATBRIDGE LOCHWOOD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,4.00,4.00,6.00,2.40,4.85,,,,,
February,,,3.25,1.65,3.40,2.60,1.35,,,,,
March,,,3.75,0.60,1.75,1.60,3.60,,,,,
April,,,2.40,1.70,0.50,0.95,1.15,,,,,
May,,,2.30,1.30,2.45,2.80,2.85,,,,,
June,,,4.20,2.05,0.70,0.70,,,,,,
July,,,4.40,2.15,4.65,1.20,,,,,,
August,,,2.50,4.35,1.75,2.00,,,,,,
September,,,2.80,2.60,2.25,4.80,,,,,,
October,,,4.00,3.00,2.90,2.70,,,,,,
November,,4.00,5.05,4.90,2.90,2.05,,,,,,
December,,3.10,4.25,4.60,5.65,1.85,,,,,,
Total,,,42.90,32.90,34.90,25.65,,,,,,
Calc annual,0.00,7.10,42.90,32.90,34.90,25.65,13.80,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
