"PUMPING STATION, DEPTFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,16,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.29,1.40,1.43,1.87,1.93,1.48,4.32,1.16,,0.89,,
February,2.73,2.81,1.40,3.43,1.57,2.46,0.74,0.56,,2.80,,
March,0.69,2.01,1.17,0.71,1.45,1.79,1.36,1.51,,1.49,,
April,2.49,0.55,2.83,1.90,0.88,2.58,1.26,1.99,,1.94,,
May,0.68,1.65,1.17,1.79,0.99,2.79,4.80,2.06,,3.84,,
June,2.44,2.04,2.53,1.42,2.85,2.18,0.55,1.29,,2.23,,
July,4.20,2.81,2.62,2.39,2.40,0.62,3.17,1.43,,2.43,,
August,0.84,4.53,1.25,0.59,1.02,1.83,1.24,2.52,4.17,1.91,,
September,4.56,2.17,2.58,3.75,2.01,4.29,1.47,2.58,0.81,1.76,,
October,8.62,3.08,6.27,1.80,1.10,3.61,1.67,1.12,1.50,4.50,,
November,2.30,2.83,2.51,3.21,1.42,3.21,3.37,4.03,4.18,0.92,,
December,3.35,2.81,2.29,0.82,2.79,1.30,4.57,1.63,1.63,1.61,,
Total,33.19,28.69,28.05,23.68,20.41,28.14,28.52,21.88,30.10,26.32,,
Calc annual,33.19,28.69,28.05,23.68,20.41,28.14,28.52,21.88,12.29,26.32,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,17.81,0.00,,
