"ELTHAM ELLERSLEA",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,1.23,,,,,,,,,
February,,,0.75,,,,,,,,,
March,,,1.36,,,,,,,,,
April,,,2.29,,,,,,,,,
May,,,0.77,,,,,,,,,
June,,,2.04,,,,,,,,,
July,,,2.28,,,,,,,,,
August,,,,,,,,,,,,
September,,,3.23,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,1.92,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,15.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
