"BIRR CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.98,0.68,2.29,4.95,3.56,2.21,4.03,2.81,2.14,2.21,,
February,2.69,3.32,2.34,3.60,3.38,2.92,1.82,1.25,0.61,1.70,,
March,3.55,2.32,2.51,0.63,2.83,1.63,2.84,1.31,3.10,1.43,,
April,4.06,1.35,3.10,1.73,1.57,3.23,2.00,1.89,1.63,1.85,,
May,1.39,2.49,2.75,2.57,2.16,2.15,3.16,1.38,2.09,3.28,,
June,2.84,4.11,3.02,1.72,0.85,1.19,1.81,0.34,4.83,1.23,,
July,7.34,1.88,4.34,3.90,3.21,2.15,2.39,2.91,4.47,1.90,,
August,1.69,4.72,3.29,3.97,1.30,3.12,2.20,2.49,2.41,4.83,,
September,2.09,3.96,1.64,3.40,1.78,5.09,3.11,1.67,0.71,0.88,,
October,2.53,2.50,3.35,3.58,2.45,3.76,4.30,2.64,1.37,3.13,,
November,3.59,4.09,5.32,4.21,3.23,1.88,3.10,2.18,2.46,1.54,,
December,3.06,4.81,3.37,1.86,4.15,0.96,4.92,2.60,3.86,3.10,,
Total,35.81,36.23,37.32,36.12,30.47,30.29,35.68,23.47,29.68,27.08,,
Calc annual,35.81,36.23,37.32,36.12,30.47,30.29,35.68,23.47,29.68,27.08,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,,
