"THIRSK, SOWERBY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.20,0.56,1.63,2.96,4.11,2.24,2.78,1.67,0.50,0.99,,
February,2.20,4.34,1.00,2.54,1.54,1.76,0.60,0.75,1.74,1.16,,
March,1.76,2.59,1.82,1.86,2.70,1.78,2.14,1.35,3.19,2.60,,
April,1.65,0.89,3.97,1.67,1.91,1.72,1.67,0.83,1.69,1.68,,
May,1.51,1.06,1.79,0.90,0.69,2.07,3.48,1.50,0.82,2.86,,
June,1.73,2.00,4.40,2.88,1.32,2.77,0.45,0.17,1.53,0.23,,
July,6.03,4.23,3.05,4.16,4.82,0.93,4.64,0.78,4.47,1.91,,
August,0.81,3.65,2.32,1.13,1.54,2.13,1.85,1.62,2.44,4.37,,
September,4.58,2.40,1.75,3.38,1.81,3.93,1.51,2.98,0.95,0.83,,
October,3.95,2.66,4.06,3.16,1.36,3.53,3.51,2.67,0.48,3.18,,
November,2.14,3.41,2.54,2.27,1.59,1.69,2.37,1.50,3.35,0.92,,
December,3.93,3.40,3.93,1.56,1.79,1.02,3.35,2.49,1.50,1.57,,
Total,30.49,31.19,32.26,28.47,25.18,25.57,28.35,18.31,22.66,22.30,,
Calc annual,30.49,31.19,32.26,28.47,25.18,25.57,28.35,18.31,22.66,22.30,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
