"GEORGEMAS JUNCTION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,1.95,,3.05,,,,,,,,,
February,2.23,3.18,1.97,,,,,,,,,
March,2.28,2.11,2.03,,,,,,,,,
April,1.63,3.63,1.19,,,,,,,,,
May,2.63,1.92,1.32,,,,,,,,,
June,1.91,2.38,5.22,,,,,,,,,
July,4.62,,3.51,,,,,,,,,
August,1.50,,4.25,,,,,,,,,
September,3.70,,3.63,,,,,,,,,
October,6.07,,2.48,,,,,,,,,
November,4.19,,,,,,,,,,,
December,3.26,,,,,,,,,,,
Total,35.97,,,,,,,,,,,
Calc annual,35.97,13.22,28.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
