"MORETON IN MARSH, FROGMORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.43,1.61,,,,,,,,,,
February,4.16,2.85,,,,,,,,,,
March,1.28,1.59,,,,,,,,,,
April,2.37,0.61,,,,,,,,,,
May,0.95,1.04,,,,,,,,,,
June,2.63,,,,,,,,,,,
July,5.79,,,,,,,,,,,
August,0.57,,,,,,,,,,,
September,3.92,,,,,,,,,,,
October,5.23,,,,,,,,,,,
November,1.98,,,,,,,,,,,
December,3.15,,,,,,,,,,,
Total,32.46,,,,,,,,,,,
Calc annual,32.46,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
