"BOCKING, BRAINTREE FENNES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR105,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.15,1.66,1.30,2.17,2.19,0.89,2.76,1.10,,,,
February,1.83,2.68,1.10,3.54,1.05,2.23,0.15,0.35,,,,
March,0.83,1.62,2.00,1.84,1.14,1.28,1.56,1.60,,,,
April,2.09,1.28,3.11,1.59,0.87,1.85,1.30,1.61,,,,
May,0.41,0.98,1.22,1.51,0.56,3.53,2.52,1.87,,,,
June,2.44,2.04,3.09,2.73,0.83,1.59,0.62,0.48,,,,
July,4.90,1.82,2.86,2.60,1.66,0.73,3.53,0.38,,,,
August,1.57,4.89,2.19,0.87,0.89,2.16,1.22,1.45,,,,
September,2.65,2.44,2.80,3.40,2.38,5.08,1.08,2.39,,,,
October,5.08,2.28,4.77,2.69,2.29,4.48,1.65,1.71,,,,
November,2.62,2.62,2.85,2.64,1.27,3.28,2.83,3.30,,,,
December,3.29,3.31,2.62,1.59,2.45,0.94,3.12,1.00,,,,
Total,27.86,27.62,29.91,27.17,17.58,28.04,22.34,17.24,,24.94,,
Calc annual,27.86,27.62,29.91,27.17,17.58,28.04,22.34,17.24,0.00,0.00,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,NaN,24.94,,
