"UPLYME, LYME REGIS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.56,2.16,1.69,4.25,4.08,,,,,,,
February,4.84,6.41,2.01,5.09,4.89,,,,,,,
March,1.44,3.37,1.37,1.39,3.20,,,,,,,
April,2.18,1.41,4.58,1.04,2.33,,,,,,,
May,0.77,1.08,1.49,1.92,1.10,,,,,,,
June,2.13,3.63,4.61,2.13,,,,,,,,
July,3.67,2.43,4.19,2.56,,,,,,,,
August,0.41,4.93,3.47,0.97,,,,,,,,
September,4.33,1.98,3.33,6.10,,,,,,,,
October,5.43,1.77,8.14,3.11,,,,,,,,
November,3.43,5.50,4.83,4.36,,,,,,,,
December,4.54,3.92,5.08,0.85,,,,,,,,
Total,33.73,38.59,44.79,33.77,,,,,,,,
Calc annual,33.73,38.59,44.79,33.77,15.60,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
