"EXMOUTH SOUTHBROOK STARCROSS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,1.88,,,,,,,,,,
February,,4.32,,,5.79,,,,,,,
March,,4.02,,,,,,,,,,
April,,0.17,,,2.47,,,,,,,
May,,0.55,,,,,,,,,,
June,,3.44,,,1.28,,,,,,,
July,,0.92,,,2.64,,,,,,,
August,,5.12,,,,,,,,,,
September,,2.74,,,2.01,,,,,,,
October,,2.29,,,,,,,,,,
November,,3.94,,,,,,,,,,
December,,3.10,,,,,,,,,,
Total,,32.49,,,,,,,,,,
Calc annual,0.00,32.49,0.00,0.00,14.19,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
