"UPPINGHAM (SEATON MILL)",,,,,,,,,,,,
Grid ref,SP908977,Long,-0.661730,Lat,52.569556,,,,,,,
Station no,2523/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.40,1.80,0.91,1.21,2.04,3.81,0.98,2.37,3.25,4.15,,
February,3.75,0.50,1.91,2.77,2.15,0.56,2.39,3.40,0.09,1.86,,
March,3.40,2.64,1.11,2.33,2.14,1.17,1.97,1.65,1.97,1.90,,
April,2.25,1.61,1.72,0.30,0.78,0.51,0.24,0.48,1.90,0.50,,
May,2.53,2.17,1.67,3.04,3.41,1.01,1.39,1.97,0.58,1.26,,
June,1.07,1.14,1.98,2.51,2.30,2.52,1.93,4.49,0.39,2.95,,
July,0.65,0.45,1.84,1.76,0.20,4.09,2.59,2.50,2.24,2.50,,
August,4.22,3.46,2.72,3.66,0.68,3.40,2.51,2.04,0.92,2.07,,
September,1.28,1.99,1.28,1.96,1.13,1.67,4.41,1.67,0.02,3.95,,
October,1.06,2.16,1.78,2.11,1.97,1.15,1.17,2.30,1.28,5.12,,
November,5.87,2.74,1.07,5.04,1.00,0.96,1.71,1.48,2.14,3.06,,
December,1.89,2.28,0.81,3.19,1.82,2.71,2.34,2.33,3.78,3.51,,
Total,30.37,22.94,18.80,29.88,19.62,23.56,23.63,26.68,18.56,32.83,,
Calc annual,30.37,22.94,18.80,29.88,19.62,23.56,23.63,26.68,18.56,32.83,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
