"UPPINGHAM (SEATON MILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2523/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,1.69,1.24,2.05,4.11,1.23,1.62,,
February,,,,,1.51,2.16,1.56,1.05,0.90,3.44,,
March,,,,,0.41,0.85,4.29,0.67,1.32,0.74,,
April,,,,,1.19,1.47,1.94,1.43,2.05,2.22,,
May,,,,,1.35,3.26,1.03,2.85,1.61,2.30,,
June,,,,,1.66,2.15,1.72,2.33,0.72,2.01,,
July,,,,,1.61,1.91,1.48,1.57,1.81,2.49,,
August,,,,,1.47,3.11,0.00,3.37,1.62,1.53,,
September,,,,,1.14,3.06,1.13,2.45,1.62,3.21,,
October,,,,,2.01,1.39,0.15,2.50,3.94,0.55,,
November,,,,,0.38,4.74,1.13,1.61,2.69,3.58,,
December,,,,,2.17,2.09,2.03,1.84,1.64,1.47,,
Total,,,,,16.59,27.43,18.51,25.78,21.15,25.16,,
Calc annual,0.00,0.00,0.00,0.00,16.59,27.43,18.51,25.78,21.15,25.16,,
Difference,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,-0.00,-0.00,,
