"CAMPBELTOWN, THE RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6122,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.39,3.57,5.14,6.27,,,,,,,,
February,8.90,5.45,3.84,2.43,,,,,,,,
March,2.52,1.52,7.83,4.55,,,,,,,,
April,3.07,3.29,2.27,4.20,,,,,,,,
May,3.77,2.62,2.08,3.56,,,,,,,,
June,1.49,1.89,6.75,,,,,,,,,
July,3.95,3.42,2.31,,,,,,,,,
August,6.42,2.84,5.01,,,,,,,,,
September,1.17,2.83,2.41,,,,,,,,,
October,2.41,3.95,6.08,,,,,,,,,
November,6.33,5.26,5.56,,,,,,,,,
December,6.69,9.77,9.60,,,,,,,,,
Total,51.11,46.41,58.88,,,,,,,,,
Calc annual,51.11,46.41,58.88,21.01,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
