"BOREHAM WOOD (FURZEHILL ROAD)",,,,,,,,,,,,
Grid ref,TQ193964,Long,-0.276876,Lat,51.653740,,,,,,,
Station no,904/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,1.87,0.92,0.98,3.04,4.32,1.61,2.90,2.57,2.54,,
February,5.21,0.78,1.85,2.65,1.96,0.50,3.63,3.07,0.11,2.43,,
March,3.62,3.30,0.66,2.99,1.29,1.00,1.28,1.33,2.14,1.95,,
April,2.98,1.64,2.62,0.27,0.45,1.09,0.17,1.75,2.78,0.64,,
May,2.24,1.50,1.51,2.30,4.57,0.52,1.28,2.79,0.69,2.47,,
June,1.44,2.64,2.93,4.49,1.85,2.97,1.84,4.98,0.99,1.66,,
July,0.88,0.64,3.38,2.83,0.18,4.28,2.88,2.80,2.44,3.79,,
August,3.77,7.18,2.13,3.16,1.40,7.49,2.62,2.64,2.12,2.16,,
September,3.19,3.50,2.28,2.02,1.49,2.65,3.05,4.39,0.03,3.98,,
October,1.06,3.14,2.93,2.83,4.12,3.01,2.14,2.68,2.16,5.92,,
November,5.37,3.87,1.50,4.55,1.69,0.63,2.47,2.47,2.73,4.68,,
December,1.76,2.89,0.61,1.65,2.25,3.91,2.48,3.32,4.49,3.37,,
Total,35.02,32.95,23.32,30.72,24.29,32.37,25.45,35.12,23.25,35.59,,
Calc annual,35.02,32.95,23.32,30.72,24.29,32.37,25.45,35.12,23.25,35.59,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
