"BRADFORD STUBDEN",,,,,,,,,,,,
Grid ref,SE058332,Long,-1.913433,Lat,53.795078,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.85,3.91,3.49,4.92,5.22,2.46,7.66,2.45,4.73,3.35,,
February,5.93,2.14,1.65,6.15,4.87,2.56,3.44,3.60,3.87,3.75,,
March,1.05,4.61,2.58,7.04,2.52,4.49,3.78,4.40,4.97,4.11,,
April,2.78,3.61,2.31,2.74,3.09,3.35,2.17,3.28,3.46,5.43,,
May,2.14,1.62,3.71,4.05,3.62,0.99,4.44,4.14,3.29,3.54,,
June,4.32,1.51,2.32,1.75,1.54,3.00,1.92,8.01,2.66,3.28,,
July,2.76,2.31,3.75,5.30,2.26,2.36,3.34,3.67,5.65,6.07,,
August,6.07,2.87,4.70,5.11,5.30,7.23,5.73,4.36,3.75,4.00,,
September,1.45,1.72,2.44,6.57,1.19,2.63,1.27,1.26,4.22,4.35,,
October,6.50,2.87,5.43,12.98,1.73,4.25,8.36,6.97,3.42,5.34,,
November,5.99,7.43,3.54,3.04,3.80,6.01,6.44,3.84,3.94,2.22,,
December,6.30,5.61,5.33,3.15,3.39,1.67,4.70,6.38,4.13,7.04,,
Total,51.14,40.21,41.25,62.80,38.53,41.00,53.25,52.36,48.09,52.48,,
Calc annual,51.14,40.21,41.25,62.80,38.53,41.00,53.25,52.36,48.09,52.48,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
