DUMBARTON LEVEN SHIPYARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS400749,Long,-4.563306,Lat,55.940438,Elevation,9,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,8.17,8.77,3.91,6.63,3.69,4.47,3.66,8.54,3.87,3.94,2.72,7.56,1.66,3.38,1.75,3.3,7.94,7.4,3.46,3.86,8.94,5.02,2.98,6.07,3.11,6.08,7.37,6.61,3.26,4.18,6.08,4.51,3.26,6.18,2.08,5.47,4.2,6.21,7.81,5.15,,,,,,,,
February,,,,5.4,7.65,5.32,1.92,3.84,0.66,3.21,0.89,0.67,2.46,4.83,10.84,0.59,2.83,4.07,4.55,3.43,4.5,1.78,1.81,9.15,3.56,3.74,4.18,3.84,3.3,3.2,5.02,6.65,4.46,3.65,5.37,7.94,5.06,0.81,7.43,0.78,6.49,1.27,5.21,,,,,,,,
March,,,,2.66,3.93,3.01,4.05,1.65,3.7,1.67,3.07,4.65,0.94,1.77,3.7,2.82,6.25,5.96,1.7,4.24,0.47,2.34,3.12,8.86,2.44,4.32,4.02,4.48,5.11,3.37,2.76,1.16,5.59,6.57,5.75,2.67,1.98,2.49,1.61,5.69,4.56,6.84,1.88,,,,,,,,
April,,,,2.6,1.53,2.35,2.74,2.54,2.64,2.67,1.92,2.15,1.2,1.7,1.94,2.71,2.48,3.28,3.41,4.13,2.67,3.25,1.26,1.13,5.44,2.49,1.04,2.38,1.51,5.29,4.03,2.7,1.74,3.85,2.19,3.74,3.57,1.42,0.65,2.12,1.83,1.05,4.07,,,,,,,,
May,,,,2.62,4.1,2.97,3.6,1.33,5.17,4.33,2.99,2.27,3.95,2.4,2.36,0.31,0.79,2.83,1.6,3.19,3.64,2,2.68,2.6,2.83,1.8,4.82,5.2,2.18,2.99,1.88,2.3,1.59,5.08,1.24,1.39,3.87,2.97,1.95,0.9,4.6,3.01,3.32,,,,,,,,
June,,,,2.98,1.26,0.95,1.29,0.86,2.34,1.04,4.99,1.38,3.74,2.3,2.37,1.66,3.69,6.74,2.45,2.21,6.19,2.7,1.89,2.92,1.83,0.88,1.49,3.39,2.56,3.24,1.74,3.53,4.36,3.01,0.44,3.01,2.56,3.28,1.02,3.41,1.73,0.57,2.02,,,,,,,,
July,,,,3.97,4.01,1.44,3.43,3.07,5.2,2.39,3.11,1.26,2.46,3.26,2.25,3.85,4.24,2.1,1.41,3.53,2.63,2.27,2.64,4.78,2.44,2.98,2.84,2.35,3.12,2.99,4.12,2.89,2.65,1.01,2.62,3.27,2.25,1.86,3.48,0.88,3.85,4.58,3.06,,,,,,,,
August,,,,4.65,2.88,4.28,2.21,2.94,3.03,4.34,3.18,5.37,7.58,3.84,3.94,6.97,2.42,7.13,6.03,1.48,3.68,3.84,3.09,6.34,4.34,5.65,4.98,5.31,4.9,2.46,10.39,3.9,3.73,0.96,4.44,2.29,3.78,3.58,3.29,2.63,4.56,5.61,2.88,,,,,,,,
September,,,,3.27,3.46,7.88,6.7,4.14,1.31,1.99,4.93,5.33,5.59,2.65,0.13,1.45,5.26,3.75,4.55,4.36,4.42,3.1,3.58,3.81,4.8,2.36,1.75,1.61,5.53,1.82,1.63,1.7,2.97,2.1,1.61,1.24,0.78,2.06,5.08,2.36,2.22,1.75,2.11,,,,,,,,
October,,,,6.63,4.9,4.51,4.5,2.11,2.97,3.41,3.26,5.68,4.32,5.38,4.29,3.14,4.37,2.96,3.85,4.11,6.79,4.83,3.07,10.74,1.95,3.58,6.74,5.76,1.64,6.63,2.61,3.99,4.7,2.39,1.31,3.17,8.25,7.37,6.39,0.62,1.82,4.75,2.18,,,,,,,,
November,,,,8.65,5.08,2.26,5.85,3.84,7.85,2.72,8.22,4.88,5.6,3.9,3.96,6.27,1.61,2.92,6.39,6.91,6.57,4.24,4.29,3.39,2.76,6.1,4.23,3.98,4.24,2.5,3.61,6.92,3.56,6.38,4.96,3.12,5.32,5.94,6.22,4.42,5.34,3.27,3.12,,,,,,,,
December,,,,5.46,8.16,2.88,5.02,4.22,4.75,3.69,1.07,8.84,2.07,6.48,4.74,6.03,6.18,6.46,7.47,4.07,9.21,4.88,6.58,4.22,4.1,3.86,4.5,6.98,6.04,5.6,4.41,8.42,9.57,2.9,7.97,5.49,6.57,2.29,5.03,8.98,4.76,7.19,4.95,,,,,,,,
Total,,,,57.06,55.73,41.76,47.94,34.23,44.09,35.12,46.17,46.35,43.85,41.23,48.08,37.46,43.5,49.95,46.71,49.6,58.17,38.69,37.87,66.88,41.51,40.74,46.66,48.39,46.21,47.46,48.81,47.42,49.1,43.98,42.41,40.59,50.17,36.15,47.62,36.99,47.97,47.7,39.95,,,,,,,,
