FORFAR (PITSCANDLY HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 48548 52550,Long,-2.84097,Lat,56.661893,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.82,2.82,1.75,2.46,2.03,2.8,2.6,2.85,5.55,1.81,3.11,1.94,6.62,1.28,-999,1.95,2.61,3.64,2.32,2.37,1.84,1.9,5.31,6.08,4.51,,3.06,4.88,4.63,,,4,2.26,4.45,6.11,1.18,1.72,4.13,1.53,0.31,1.69,1.77,,,,,
February,,,,,3.65,6.42,2.57,1.32,2,2.25,1.72,0.56,3.19,8.05,1.31,4.61,5.14,2.19,-999,3.16,1.85,1.14,0.17,2.63,0.21,1.92,4.08,4.1,0.75,,2.36,5.39,1.29,,,1.88,0.93,4.51,2.69,1.24,2.53,3.85,0.25,1.06,3.39,,,,,,
March,,,,,4.36,1.53,3.79,2.83,0.96,2.03,2.53,2.41,1.75,1.53,0.85,1.16,0.9,2.37,-999,0.37,1.59,1.49,2.61,2.07,3.45,1.95,2.51,3.87,0.46,,2.72,0.84,2.25,,,0.6,2.48,3.75,1.14,1.39,1.95,2.13,3.12,0.26,2.35,,,,,,
April,,,,,0.68,0.39,1.71,0.99,0.8,2.32,1.8,1.05,1.56,2.66,1.51,3.81,2.7,1.85,0.86,1.21,2.24,2.21,3.15,1.25,5.36,4.5,0.3,1.88,0.22,0.69,1.64,2.03,1.46,,,0.93,0.13,3.39,1.18,2.25,1.33,1.7,1.08,3.32,1.05,,,,,,
May,,,,,1.73,1,3.17,1.39,3.56,0.75,3.5,2.77,0.68,2.07,4.45,3.74,2.93,2.6,1.3,2.78,1.28,4,3.18,1.64,2.25,0.92,1.38,2.1,4.1,1.18,0.49,2.14,3.32,,,4.63,1.68,4.49,3.24,2.12,1.16,1.68,2.67,2.07,4.06,,,,,,
June,,,,,0.68,1.5,2.63,1.16,0.65,1,1.15,0.61,1.02,0.82,1.4,0.06,2.98,3.35,2.91,1.47,2.06,5.13,0.83,1.53,0.83,3.21,1.25,1.6,3.65,0.93,0.28,1.15,1.08,,,3.43,4.02,2.14,3.6,1.05,0.67,1.62,1.8,1.72,1.63,,,,,,
July,,,,,1.93,3.85,6.63,1.7,4.45,0.26,2.69,1.98,2.42,1.46,5.17,1.37,3.69,2.38,1.04,2.99,2.64,4.87,4.33,3.51,3.17,1.26,4.82,3.69,4.44,4.41,3.59,2.11,3.21,,,2.33,3.83,1.47,2.87,2.16,4.53,2.91,2.16,4.09,2.47,,,,,,
August,,,,,2.36,2.04,4.16,5.3,2.39,2.3,3.6,3.41,1.32,4.3,2.65,1.62,2.77,4.79,3.69,4.13,6.19,3.08,0.71,0.78,5.06,1.32,1.47,2.95,3.16,2.47,0.64,3.22,3.1,,,4.11,4.14,0.2,7.67,2.75,4.37,2.89,2.71,1.99,2.83,,,,,,
September,,,,,0.3,1.7,1.15,1.32,3.24,0.96,1.4,0.74,2.34,2.85,3.96,3.22,4.98,3.12,2.16,0.35,5.5,1.36,2.91,1.45,3.36,3.71,3.01,1.1,2.69,0.24,1.91,0.76,2.71,,,3.42,4.15,2.48,2.79,1.64,5.25,1.53,0.66,2.65,2.39,,,,,,
October,,,,,2.9,6.07,4.8,2.14,2.35,1.19,4.43,1.85,1.09,2.7,4.43,2.14,3.75,6.89,3.9,3.15,2.5,0.85,6.76,4.37,2.84,3.7,1.46,2.38,4.2,5.59,4.94,3.64,1.91,,,4.72,0.44,1.8,3.29,3.38,1.32,0.57,2.77,1.49,5.72,,,,,,
November,,,,,4.26,2.17,5.32,3.15,2.35,4.5,2.2,2.73,1.56,2.97,2.59,1,7.61,2.5,2.7,3.94,4.53,6.28,1.42,3.25,0.78,4.18,1.92,0.65,4.9,5.35,6.24,5.14,,,,1.3,7.65,2.01,1,4,3.56,9.85,2.29,2.84,6.24,,,,,,
December,,,,,7.35,8,5.92,1.41,1.45,6.17,3.9,1.32,1.95,3.59,4.48,2,0.62,2.5,3.44,6.61,4.41,1.27,2.95,1.85,5.68,2.53,2.53,4.06,4.25,1.27,1.6,1.02,,,,5.75,3.42,1.63,4.13,2,1.24,2.19,1.14,2.73,3.86,,,,,,
Total,,,,,32.02,37.49,43.6,25.17,26.23,26.53,31.52,22.28,24.43,34.81,35.91,26.67,44.69,35.82,24.89,32.11,37.4,35.32,31.34,26.7,34.83,31.1,30.04,34.46,37.33,,29.47,32.32,,,,37.1,35.13,32.32,39.71,25.16,29.63,35.05,22.18,24.53,37.68,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 -999 To give Total Bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 F+J Corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942 ND deleted estd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
