"FORFAR (PITSCANDLY HOUSE)",,,,,,,,,,,,
Grid ref,NO483524,Long,-2.844992,Lat,56.660516,,,,,,,
Station no,5600,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.13,1.53,0.31,1.69,1.77,,,,,,,
February,3.85,0.25,1.06,3.39,,,,,,,,
March,2.13,3.12,0.26,2.35,,,,,,,,
April,1.70,1.08,3.32,1.05,,,,,,,,
May,1.68,2.67,2.07,4.06,,,,,,,,
June,1.62,1.80,1.72,1.63,,,,,,,,
July,2.91,2.16,4.09,2.47,,,,,,,,
August,2.89,2.71,1.99,2.83,,,,,,,,
September,1.53,0.66,2.65,2.39,,,,,,,,
October,0.57,2.77,1.49,5.72,,,,,,,,
November,9.85,2.29,2.84,6.24,,,,,,,,
December,2.19,1.14,2.73,3.86,,,,,,,,
Total,35.05,22.18,24.53,37.68,,,,,,,,
Calc annual,35.05,22.18,24.53,37.68,1.77,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
