LANCHESTER (MALTON COLLIERY),,,,,,,,,,,,
Grid ref,NZ180460,Long,-1.721476,Lat,54.808546,,,,,,,
Station no,3545/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,4.05,,,,,,,,,,,
June,1.37,,,,,,,,,,,
July,1.06,,,,,,,,,,,
August,5.05,,,,,,,,,,,
September,1.08,,,,,,,,,,,
October,1.09,,,,,,,,,,,
November,5.90,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,19.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
