ROYBRIDGE (LAIRIG ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN278753,Long,-4.824346,Lat,56.837156,Elevation,1650,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,14.11,15.85,18.65,4.59,17.51,7.35,17.8,11.25,16.98,6.44,4.22,15.09,15.75,5.4,1.12,0.67,7.1,9.51,9.24,3.47,10.3,4.9,6.2,11.68,6.5,10.85,3.85,5.7,7.24,6.4,6.5,21.95,11.5,4.5,9.1
February,,,,,,,8.35,5.73,13.2,3.15,0.51,9.06,0.42,5.11,3.47,15.89,3.19,7.41,9.5,10.43,2.82,5.68,2.47,10.87,3.98,9.35,8.84,0.13,,11.33,9,3.5,1.45,6.25,2.74,6.05,,10.2,6.03,6.45,8.2
March,,,,,,,12.34,5.62,7.82,2.2,5.65,2.24,3.75,5.51,5.86,6.22,3.67,1.38,13.93,6.57,4.65,2.15,2.5,7.08,2.96,6.3,4.23,1.83,,3.75,5.28,3.9,6.3,2.75,5,1.8,,9.35,3.9,10.25,2.3
April,,,,,,,4.9,8.48,3.99,4.01,3.07,4.42,7.05,5.63,7.71,5.29,3.4,2.95,1.69,5.3,4.56,4.17,2.33,9.33,5.15,2.3,2.68,8.9,,8,5.33,7.15,,4.4,3.85,5.01,4.45,4.2,5.5,7.8,10.75
May,,,,,,,5.8,3.48,1.6,6.56,5.48,8.5,5.59,3.23,5.93,1.57,2.47,4.25,6.75,1.86,1.89,2.67,3.4,4.65,5.37,6.2,1.08,2.4,1.95,3.75,2.93,0.47,,7.22,4.16,5.4,9.45,2.6,9.15,2.2,4.5
June,,,,,,,3.4,7.71,7.92,5.43,6.36,7.2,1.8,3.4,3.44,7.3,1.96,4.65,9.56,4.2,2.43,0.65,2.48,4.95,5.12,7.34,5.2,3.72,,2,3.03,4.4,2.78,1.93,4.12,4.9,,4.2,3.75,6.1,5.45
July,,,,,,,5.15,4.84,7.09,8.49,4.04,8.76,8.76,5.66,5.14,3.05,7.65,4.22,8.13,8.53,5.58,5.8,4.84,4.81,1.92,2.35,4.6,4.9,4.5,2,3.9,4.85,3.35,9.04,2.82,0.75,,8.6,5.5,8.45,4.55
August,,,,,,,6.9,7.41,9,9.88,10.79,2.98,4.91,7.36,7.21,5.37,4.68,5.21,5.68,2.77,3.7,7.37,8.91,6.8,4.47,1.71,3.87,0,,9.15,5.36,5.7,2.99,7.14,2.2,3.18,7.1,7.86,7,6.6,7.4
September,,,,,,,7.89,9.75,8.54,5.02,7.42,3.6,7.78,2.17,12.84,13.14,4.68,8.76,7.12,3.19,4.3,3.25,10.36,6.77,4.79,8.5,5.2,7.3,,4.26,9.73,5.84,3.75,8.07,9.6,10.1,10.15,5.75,7.9,2.5,5.9
October,,,,,,,6.96,10.95,13.83,13.23,16.71,8.91,11.9,9.6,14.72,19.24,11.45,3.89,17.65,3.82,9.7,7.66,10.35,16.7,8.5,6.59,0.5,4.22,9.9,8.6,11.06,3.84,,6.3,11.4,10.3,9.5,12.75,11.85,12.5,3.7
November,,,,,,,13.2,9.35,13.98,14.48,11.32,12.14,11.6,4.48,1.95,7.9,6.87,1.55,15.75,11.85,9.69,9.5,5.08,6.29,8.7,0.36,5.83,11.08,7.8,8,5.56,8.2,,12.15,15.2,4.02,,3.35,2.9,12.2,9.75
December,,,,,,,4.36,0.91,9.9,19.15,9.73,10.8,16.23,1.89,12.54,3.78,16.68,3.47,9.4,5.06,9.14,8.6,14.3,5.46,8.96,9.39,6.26,2.6,11.69,14.14,1.6,12.6,6.3,11.3,16.77,16.95,21,17.35,9.45,15.55,9.05
Total,,,,,,,93.36,90.08,115.52,96.19,98.59,85.96,97.59,65.29,97.79,95.19,70.92,62.83,120.91,68.98,59.58,58.17,74.12,93.22,69.16,63.86,58.59,51.98,,86.66,69.28,71.3,,82.25,85.1,74.86,,108.16,84.43,95.1,80.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 estimates +T deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Deletions gauge leaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Deletions many estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
