BLAKESLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP627503,Long,-1.0850987,Lat,52.147437,Elevation,416,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.5,0.65,0.38,1.3,3.55,0,0,1,1.05,0.2,3.1,0.5,1.95,3.25,0.36,0.85,3.5,1.83,1.05,1.29,0.9,1.23,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.14,1.5,1.99,0.62,1.34,0,0.55,2.85,0.4,6.99,0.65,0.96,1.65,2.39,1.4,1.65,1.45,1,1.65,2.51,1.1,0.53,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,4.15,1.35,1,3.55,0.78,0.32,0,2.88,2.74,1.6,0.78,2.62,3.3,0,1.5,1.4,0.14,1.7,1.96,1.17,2.36,1.28,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.62,2.04,1.55,1.23,4.13,3.64,2.78,1.7,1.86,2.41,0.3,1.12,2.38,2.3,0.95,2.27,0.75,1.35,0.31,1.78,0.23,1.35,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.87,3.77,1.7,1.99,2.51,0.4,4.24,1.85,2.3,0.1,1.15,3.23,1.66,0.92,0.65,1.05,1.89,1.53,2.38,4.09,0.29,2.07,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.55,1.07,0.4,1.07,1.64,3.3,3.3,3.15,3.02,1.15,1.68,2.46,1.35,1.4,3.08,4.82,1.25,1.5,2.78,3.05,1.75,2.15,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.42,0.27,2.09,1.89,8.13,3.71,2.72,3.93,1.3,1.5,4.02,0.53,2.08,2.27,2.85,4.04,2.44,2.97,2.78,2.36,2.34,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.19,2.92,1.3,4.05,3.18,5.25,1.76,0.75,4.2,1.5,3.28,0.33,1.4,4.8,1.41,0.39,1.53,2.56,1.75,3.87,2.47,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,3.85,1.94,5.1,2.53,2.07,2.89,4.36,3.2,0.2,2.85,2.67,4.19,1.81,1.85,3.41,3.73,2.26,4.08,2.51,1.13,0.92,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.2,3.16,1.38,3.7,2.23,2.1,0.86,3.21,1.62,2.56,1.08,3.91,3.33,0.86,1.47,2.32,1.5,2.95,0.85,3.9,2.84,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,2.45,3.45,1.8,2.25,1.6,1.15,2.3,1.66,2.1,2.04,2.02,2.09,4.76,0.8,4.11,4.01,2.8,3.09,4.29,1.89,3.45,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,4.6,4.26,1.8,2.58,1.72,0.18,0.6,3,2.1,2.45,0.56,0.4,1.28,1.9,1.3,2,0.55,2.74,1.26,0.28,0.18,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,29.54,26.38,20.49,26.76,32.88,22.94,23.47,29.18,22.89,25.35,21.29,22.34,26.95,22.74,22.49,28.53,20.06,27.3,23.57,27.32,18.83,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1843 Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
