"DUNKELD, SNAIGOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5550,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.03,0.55,3.31,7.66,3.04,2.58,4.31,1.30,3.12,2.89,,
February,3.98,2.21,4.20,1.89,5.43,6.40,4.65,0.83,3.17,-999.00,,
March,1.75,1.02,3.60,5.67,3.93,2.18,2.93,1.95,1.02,2.50,,
April,4.23,1.53,0.18,2.90,1.50,1.39,2.29,1.47,0.87,0.85,,
May,1.18,1.52,1.09,4.20,1.89,1.97,3.34,3.35,3.00,2.28,,
June,1.52,1.68,3.46,2.31,1.60,1.59,2.44,2.00,0.80,1.38,,
July,4.86,2.07,2.30,0.80,3.61,3.64,6.69,1.05,6.95,0.70,,
August,7.99,2.13,3.44,0.78,2.95,4.08,4.05,5.60,3.83,2.02,,
September,0.80,1.14,2.30,2.77,0.75,1.92,1.43,1.78,3.67,1.22,,
October,2.20,2.37,3.66,2.10,2.65,4.73,5.64,3.58,2.80,0.79,,
November,3.44,3.96,2.45,2.86,4.42,2.26,4.18,3.44,2.31,4.36,,
December,2.76,6.43,6.08,1.05,7.33,7.14,3.73,1.34,2.37,5.10,,
Total,38.74,26.61,36.07,34.99,39.10,39.88,45.68,27.69,33.91,25.36,,
Calc annual,38.74,26.61,36.07,34.99,39.10,39.88,45.68,27.69,33.91,24.09,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,1.27,,
