"DUNKELD, SNAIGOW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO084429,Long,-3.492313,Lat,56.569081,Elevation,370,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,3.47,4.03,0.55,3.31,7.66,3.04,2.58,4.31,1.3,3.12,2.89,4.29,4.32,5.73,3.38,2.85,3.08,6.53,4.03,8.39,1.5,4.03,4.51,4.6,3.06,4.22,1.32,4.28,5.3,6.28,2.82,1.99,2.56,4.29,5.41,2.57,3.54,4.4,4.23,4.7,2.36,2.39
February,,,,,,,,,,1.07,3.98,2.21,4.2,1.89,5.43,6.4,4.65,0.83,3.17,1.27,3.15,0.62,3.61,8.01,1.48,4.13,5.33,1.63,2.06,1.78,1.22,1.76,0.15,3.32,0.12,2.58,2.39,3.49,1.62,3.35,2.86,5.58,1.94,2.26,0.69,3.63,1.43,1.98,3.39,3.02,2.99
March,,,,,,,,,,2.23,1.75,1.02,3.6,5.67,3.93,2.18,2.93,1.95,1.02,2.5,3.24,3.73,2.02,1.84,0.61,1.19,1.33,2.9,6.08,0.51,1.73,1.01,2.48,1.57,2.86,1.87,2.47,2.3,1,2.43,3.67,2.09,3.41,0.84,0.54,1.59,1.88,5.53,1.35,1.45,2.27
April,,,,,,,,,,4.14,4.23,1.53,0.18,2.9,1.5,1.39,2.29,1.47,0.87,0.85,1.78,0.89,2.61,3.03,2.39,3.75,2.45,1.28,1,0.92,1.67,2.36,3.26,1.53,3.85,3.72,0.87,1.77,0.42,1.4,2.87,1.6,2.35,1.64,2.66,1.66,0.2,4.86,1.21,1.83,2.2
May,,,,,,,,,,2.02,1.18,1.52,1.09,4.2,1.89,1.97,3.34,3.35,3,2.28,3.57,2.41,1.18,1.2,5.29,3.94,3.14,2.34,1.48,2.67,2.02,4.94,3.12,1.86,1.73,0.5,0.72,2.94,4.15,1.41,2.41,3.11,4.71,2.8,2.04,4.82,2.15,4.4,4.36,2.08,1.27
June,,,,,,,,,,1.87,1.52,1.68,3.46,2.31,1.6,1.59,2.44,2,0.8,1.38,1.36,0.63,1.48,0.67,1.83,0.36,3.18,2.91,3.22,1.75,1.9,5.54,1.08,1.14,1.23,4.31,3.07,1.89,4.02,2.14,0.2,0.98,1.51,2.44,2.69,3.67,3.25,3.02,5.37,1.59,1.43
July,,,,,,,,,,2.82,4.86,2.07,2.3,0.8,3.61,3.64,6.69,1.05,6.95,0.7,3.48,3.73,3.81,2.19,4.64,3.59,2.58,3.58,0.82,3.06,2.39,5.51,3.86,3.49,3.67,0.8,4.78,4.75,4.59,4.85,5.72,4.3,1.88,2.33,3.74,2.95,3.89,4.46,3.51,1.42,3.86
August,,,,,,,,,,1.68,7.99,2.13,3.44,0.78,2.95,4.08,4.05,5.6,3.83,2.02,3.6,6.93,2.22,5.5,3.47,3.48,2.3,5.72,5.6,3.49,6.64,2.08,1.79,1.03,4.73,1.56,1.98,4.62,1.95,3.04,1.25,3.3,4.12,5.42,1.73,1.84,3.61,0.05,7.83,3.47,4.21
September,,,,,,,,,,1.02,0.8,1.14,2.3,2.77,0.75,1.92,1.43,1.78,3.67,1.22,1.9,1.78,1.93,3.61,3.84,2.71,3.22,3.5,3.07,0.67,3.91,1.1,1.6,2.23,5.03,4.53,4.53,1.75,3.82,2.12,2.09,2.08,4.17,4.31,3.13,3.31,4.6,3.4,3.08,1.02,5.6
October,,,,,,,,,,5.06,2.2,2.37,3.66,2.1,2.65,4.73,5.64,3.58,2.8,0.79,4.1,2.85,1.68,3.85,3.54,4.39,5.41,5.64,5.09,3.9,4.36,1.54,6.45,3.18,4.62,5.21,2.19,3.74,6.81,4.81,5.31,4.42,2.03,5.27,3.78,4.93,0.27,2.56,3.94,4.04,2.7
November,,,,,,,,,,0.55,3.44,3.96,2.45,2.86,4.42,2.26,4.18,3.44,2.31,4.36,4.26,2.5,1.08,1.88,1.98,0.98,7.01,2.63,4.21,3.67,3.31,8.79,2.34,2.86,0.56,4.46,2.13,0.53,6.46,7.07,6.71,4.86,0.71,1.98,4.53,1.19,6.64,2.45,1.68,3.43,3.6
December,,,,,,,,,,3.21,2.76,6.43,6.08,1.05,7.33,7.14,3.73,1.34,2.37,5.1,4.74,2.19,3.08,3.04,7.05,4.5,0.54,1.62,3.45,6.33,5.16,1.88,6.47,0.92,6.82,3.11,4.41,2.74,3.56,3.03,3.21,3.07,4.6,1.66,2.83,5.55,4.4,1.15,6.43,3.23,1.5
Total,,,,,,,,,,29.14,38.74,26.61,36.07,34.99,39.1,39.88,45.68,27.69,33.91,25.36,39.47,32.58,30.43,38.2,38.97,36.1,43.02,37.78,44.47,30.25,38.34,41.02,37.2,26.19,39.44,33.97,33.82,35.82,44.68,38.47,38.29,37.95,35.72,36.36,30.93,38.68,36.72,38.09,46.85,28.94,34.02
