CWMAMAN-COLLIERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST009996,Long,-3.4335,Lat,51.6871,Elevation,711,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,14.67,5.67,3.92,4.52,8.22,9.62,2.26,,2.4,11.19,8.42,4.96,2.8,,12.47,3.09,13.25,4.37,6.83,3.59,6.78,2.38,8.4,12.85,5.88,7.28,7.26,2.1,,10.48,11.59,11.54,6.77,6.04,9.12,9.11,10.94,7.37,,,,8.83,18.51,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.85,0.74,3.63,12.53,8.75,0,1.68,,3.13,4.37,14.26,2.77,3.68,,8.82,3.17,7.06,3.84,4.86,1.02,8.3,5.44,7.13,4.69,12.93,13.43,10.77,1.57,,5.48,3.44,0.27,10.82,15.89,0.49,11.39,6.56,6.51,,,,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,4.86,2.24,2.79,0.75,7.27,6.63,8.68,,1.99,2.1,3.46,5.79,4.12,,3.14,10.62,6.18,3.8,6.61,7.18,2.27,2.47,13.97,12.34,12.65,1.9,3.2,4.55,,5.95,8.89,8.31,6.88,4.43,3.22,1.2,0.99,6.5,,,,0.87,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.92,4.38,1.83,0.3,3.92,5.24,1.9,,4.3,6.22,2.93,7.92,3.64,,5.07,7.17,1.6,4.63,3.66,5.25,3.88,4.47,0.24,10.9,3.48,2.73,4.14,3.25,,3.19,11.86,0.71,4.01,5.67,6.88,5.41,3.02,3.96,,,,7.63,6.44,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,3.78,,7.88,3.02,4.85,5.8,0.74,0.04,,3.18,3.87,3.89,2.76,1.93,,4.6,0.35,6.41,4.61,5.13,2.22,3.06,3.95,1.98,3.96,4.57,3.33,3.88,4.11,,1.31,5.48,0.85,1.67,5.75,7.76,7.96,3.23,2.43,,,,5.99,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.71,,3.68,3.85,2.43,3.79,0.98,2.77,,3.85,0.98,5.34,3.74,1.91,,2.66,6.95,3.32,8.41,1.23,4.58,6.35,5.56,8.15,3.51,2.33,2.94,4.63,3.4,,3.13,4.7,0.37,2.57,0.92,5.91,0,0.92,6.2,,,,8.97,1.63,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,5.79,,5,3.47,5.26,5.97,8.07,3.84,,1.04,0.28,4.4,2.13,1.61,,5.32,1.86,1.72,4.42,6.2,4.19,5.53,0.36,6.27,0.57,7.59,9.63,2.93,4.76,,1.17,9.17,2.9,10.99,5.42,7.28,4.01,2.9,8.67,,,7.07,6.29,6.84,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,6.18,,11.87,8.49,4.34,4.92,8.37,4.25,,7.63,1.59,7.28,4.47,1.98,,7,8.45,5.81,6.98,10.06,2.27,10.29,5.4,13.54,4.15,6.38,3.13,6.64,13.01,,5.26,4.19,7.07,5.46,10.91,8.97,6.99,5.7,9.52,,,9.75,8.1,1.72,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.2,,6.07,7.6,4.06,2.69,2.67,12.16,,3.23,4.67,4.56,4.82,2.48,,4.26,5.08,2.45,2.02,4.89,5.49,0.25,5.89,1.23,3.95,3.75,1.79,4.16,3.87,,3.57,6.1,3.74,4.04,8.48,11.52,5.58,1.38,7,,,9.61,3.07,4.3,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,5.55,,15.95,6.29,6.38,10.62,3.92,7.4,,8.16,6.17,10.42,3.44,5.47,,4.19,4.32,11.92,9.79,4.35,12.28,5.56,5.75,9.36,7.13,3.66,4.93,15.33,9.71,,2.6,7.16,3.68,2.82,15.48,9.28,10.36,4.97,7,,,11.64,0.78,17.02,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
