DISLEY LYME PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ966836,Long,-2.052,Lat,53.3502,Elevation,674,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,3.24,1.47,2.65,2.32,2.22,5.08,2.53,2.3,1.62,3,3.82,4.82,3.04,3.38,2.95,2.87,2.75,3.05,7.08,1.59,4.68,5.17,3.65,2.27,2.59,2.55,2.26,2.33,2.7,4.35,1.92,0.88,2.38,4.15,5.68,2.77,4.3,2.39,7.91,2.39,2.34,3.67,3.79,1.69,3.47,2.31,5.01,1.99,3.38,3.27,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,3.11,2.77,0.77,0.94,2.05,3.28,4.73,0.67,3.41,0.97,3.04,0.59,3.78,4.49,0.89,5.53,2.41,1.44,4.14,0.9,0.25,4.11,0.15,3.57,0.25,3.68,2.15,4.67,0.98,2.54,1.7,3.2,1.09,2.84,1.66,3.16,5.53,0.48,2.33,1.8,4.47,3.18,1.68,1.87,2.8,1.89,1.33,1.96,4.21,0.55,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,0.76,1.96,4.25,4.26,4.12,1.56,1.99,1.6,1.43,4.03,2.47,2.46,1.91,1.64,0.83,1.65,1.58,3.69,1.5,0.76,2.34,0.48,1.78,2.94,2.68,1.22,1.35,1.72,0.78,1.9,2.4,2.84,1.97,1.09,0.63,1.45,0.95,4.3,1.24,1.83,1.6,5.05,1.97,2.93,2.53,2.44,1.16,2.99,1.46,1.47,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,4.84,2.43,0.78,4.48,1.57,1.17,2.82,1.55,1.43,1.98,4.28,1.65,2.65,3.22,1.71,1.75,1.31,2.92,1.12,1.14,2.25,4.54,3.4,1.38,1.64,2.02,0.92,1.84,0.24,2.23,2.36,2.09,1.52,1.75,2.71,2.22,1.85,2.59,2.09,3.3,3.46,2.45,3.88,2.57,0.69,2.02,1.79,0.27,0.88,2.44,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.46,1.41,2.27,3.24,2.34,1.14,2.17,1.5,2.38,1.7,4.97,1.83,0.98,3.75,4.48,3.54,3.53,1.32,1.15,2.42,1.89,2.16,4.35,2.42,2.16,0.63,0.41,1.63,2.5,1.42,1.45,1.84,4.36,2.53,4.72,4.03,1.82,2.54,1.36,3.59,0.89,1.57,2.36,1.86,3.17,3.06,1.2,1.36,2.77,0.7,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,2.5,3.15,3.62,1.99,1.63,2.02,3.41,2.12,1.48,2.51,2.99,0.33,2.5,1.61,2.61,0.18,2.84,6,5.35,1.61,2.57,5.28,0.54,3.56,3.84,3.12,2.33,1.42,3.59,2.59,1.34,3.5,0.86,2.87,2.92,3.01,3.28,2.56,5.56,1.56,2.67,2.06,2.75,2.97,3.65,3.05,2.82,1.71,5.01,1.92,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,4.73,5.23,0.4,3.95,1.72,3.99,4.8,1.83,2,4.57,2.4,5.61,1.06,4.37,4.66,4.1,1.74,2.21,3.59,2.3,4.07,7.75,4.71,4.08,2.83,2.28,1.53,3.68,3.28,4.59,7.06,4.76,2.55,4.39,1.63,3.53,1.92,5.39,3.47,3.6,2.08,2.64,4.28,4.06,5.9,6.42,0.85,5.28,4.94,4.54,3.4,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.73,4.53,2.61,6.27,1.89,3.06,3.74,1.93,5.22,2.56,3.08,2.25,4.46,3.94,4.16,7.36,3.79,3.55,4.55,6.17,4.26,4.33,5.6,1.39,2.17,2.24,1.87,1.2,0.63,2.55,1.51,1.65,5.38,4.8,4.37,3.64,4.03,5.32,0.54,5.31,2.77,4.05,4.45,1.57,4.76,5.25,0.81,8.26,4.32,5.41,0.27,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.68,0.28,3.13,2,0.96,2.93,0.56,2.34,1.68,7.45,2.18,2.35,0.98,3.27,3.99,3.53,3.82,3.36,6.19,0.84,2.1,3.08,3.69,2.57,0.73,3.09,4.92,3.58,0.92,2.35,1.17,3.33,0.68,3.03,4.41,4.06,2.09,5.23,1.92,2.63,1.1,4.78,1.82,3.79,2.57,4.23,1.98,2.07,6.09,3,0.21,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,5.27,2.07,2.63,2.85,1.76,1.69,1.43,4.15,4.5,2.04,2.4,1.33,1.98,0.43,3.93,4.22,4.25,3.16,2.35,3.82,4.69,5.86,1.76,7.11,4,4.52,5.33,3.48,1.31,6.04,1.88,3.52,4.26,6.15,3.07,4.13,5.77,0.57,0.55,2.24,3.6,2.03,1.12,3.47,1.99,6.74,2.45,2.31,3.24,3.07,3.27,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
