"DISLEY LYME PARK NO.1",,,,,,,,,,,,
Grid ref,SJ970836,Long,-2.046529,Lat,53.349281,,,,,,,
Station no,2733,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.31,3.06,3.79,3.65,4.38,2.36,4.95,1.41,3.91,1.85,,
February,3.77,1.28,1.17,3.18,4.70,2.01,3.22,2.08,3.64,2.38,,
March,0.80,4.17,2.93,5.00,2.09,4.41,3.26,3.09,3.59,3.18,,
April,3.65,4.23,2.64,1.74,2.63,2.31,2.71,1.55,2.32,2.96,,
May,1.89,1.35,4.36,4.26,3.20,1.26,4.04,4.34,3.47,1.88,,
June,7.66,2.33,1.70,0.97,1.13,1.87,2.12,6.56,3.55,3.61,,
July,3.48,4.02,2.27,3.55,1.65,2.68,2.42,4.94,6.20,8.11,,
August,5.94,2.97,4.54,6.00,5.59,4.05,3.48,4.87,3.00,4.21,,
September,1.74,1.58,1.37,7.43,1.23,2.51,2.01,0.64,3.37,4.39,,
October,5.92,6.70,4.38,11.60,2.17,3.21,6.57,4.34,1.03,8.96,,
November,3.48,8.39,2.27,3.98,2.54,3.61,2.57,2.98,2.92,1.96,,
December,7.28,6.04,3.67,2.32,2.82,1.04,3.72,3.53,3.02,8.72,,
Total,50.92,46.12,35.09,53.68,34.13,31.32,41.07,40.33,40.02,52.21,,
Calc annual,50.92,46.12,35.09,53.68,34.13,31.32,41.07,40.33,40.02,52.21,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
