"CAMERON WATER WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5490,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.53,3.47,3.76,2.00,2.48,2.46,4.54,2.05,5.55,1.21,2.47,
February,1.96,0.35,2.45,4.97,0.80,4.19,5.17,1.14,1.70,1.74,1.22,
March,2.31,2.66,2.55,1.56,0.89,1.45,1.06,2.17,3.42,0.40,2.21,
April,1.74,0.91,1.70,2.32,1.53,4.30,2.29,1.18,0.91,1.63,2.17,
May,3.15,2.07,1.21,1.42,4.07,5.13,1.70,2.25,1.33,2.64,1.60,
June,0.75,0.59,1.56,0.88,1.81,0.68,3.38,2.06,3.99,1.30,1.92,
July,3.42,2.23,5.10,1.95,5.37,1.12,2.59,2.18,1.27,3.48,2.84,
August,3.67,3.90,1.67,4.47,2.39,2.26,1.97,5.45,5.72,4.48,6.20,
September,1.64,0.99,2.33,2.26,5.02,3.21,3.85,6.03,2.87,0.76,4.93,
October,2.15,3.11,1.88,1.77,4.50,2.33,4.78,4.72,4.14,2.78,3.30,
November,2.74,2.34,1.45,2.41,1.88,1.06,5.54,2.05,3.83,4.29,3.77,
December,3.96,1.60,2.67,2.95,3.45,2.25,0.26,2.30,3.03,4.26,2.82,
Total,30.02,24.22,28.33,28.96,34.19,30.44,37.13,33.58,37.76,28.97,35.45,
Calc annual,30.02,24.22,28.33,28.96,34.19,30.44,37.13,33.58,37.76,28.97,35.45,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
