FRIMLEY WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU887563,Long,-0.729127,Lat,51.298926,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,0.42,2.11,0.87,2.16,2.67,0.88,0.57,1.99,2.39,0.54,2.93,0.36,1.66,0.46,1.23,0.88,3.44,3.12,0.46,3.72,0.67,1.03,3.4,3.5,2.04,1.89,2.93,1.44,2.07,1.91,3.67,1.88,3.38,1.36,3.81,1.4,2.25,1.66,2.04,0.52,4.55,4.83,2.27,4.85,2.78,2.47,2.75,5.45,1.78,2.02,1.95,2.02,4.81,1.06,0.56,3.4,1.93,0.84,1.09,3.11,3.95,1.64,2.5,2.44,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.31,2.81,1.11,2.27,4.03,1.69,0.48,2.26,3.15,0.71,1.76,1.12,0.84,0.27,2.13,1.15,2.78,0.66,3.12,4.19,2.56,0.68,0.79,1.83,0.15,0.39,2.25,3.96,0.31,4,2.24,4.19,1.88,0.48,0.86,1.44,0.16,4.54,0.09,2.86,1.91,3.82,0.37,1.48,2.15,2.2,0.89,1.4,0.79,2.19,2.41,1.74,0.9,1.32,4.11,5.95,0.69,1.15,2.77,1.37,0.17,3.55,2.37,0.17,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.9,3.77,0.8,0.63,0.93,1.21,1.39,2.38,1.18,2.47,1.16,0.58,2.53,2.65,0.69,1.42,2.47,2.29,3.95,0.76,3.65,1.73,0.73,3.68,1.38,0.65,1.69,2.43,1.09,0.65,0.36,3.37,2.16,0.02,1.21,0.15,1.39,2.66,2.27,0.3,1.56,3.43,0.14,1.07,2.96,3.63,1.77,0.36,0.18,0.51,1.5,5.43,0.88,1.23,1.02,4.43,2.14,0.4,2.1,0.95,0.56,1.35,1.92,2.4,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.51,1.15,1.27,2.28,0.91,1.32,0.73,1.82,1.34,1.09,0.44,3.97,2.53,1.82,1.27,1.2,0.03,1.74,0.9,0.87,0.77,1.5,3.1,1.84,3.21,0.5,2.29,2.25,3.06,2.35,2.92,2.28,2.26,0.64,2.09,3.36,2.18,0.85,1.45,2.79,2.38,1.27,0.07,2.51,1.67,1.39,1.77,1.06,0.76,1.13,1.45,3.14,1.64,2.06,1.97,2.37,1.36,1.92,0.25,0.21,0.94,0.34,0.99,2.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.33,1,2.38,1.53,1.07,0.57,2.07,2.41,3.11,0.97,1.97,1.55,1.53,1.26,1.46,1.56,1.43,1.57,0.94,2.81,1.32,1.45,1.63,0.12,0.86,1.2,0.74,2.46,2.77,2.64,1.38,1.16,1.5,2.18,2.01,3.02,4.56,3.21,0.56,1.19,0.97,1.95,1.07,1.68,1.06,1.52,2.97,2.74,0.7,1.73,3.32,1.7,3.03,1.92,1.81,2.6,2.69,2.02,3.17,3.44,0.23,1.3,2.26,0.7,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.59,3.09,2.14,1.82,1.89,1.14,3.4,5.01,0.89,3.73,2.04,1.72,0.98,2.45,3.57,1.55,3.13,0.74,0.75,1.21,1.24,2.45,1,0.88,1.73,0.1,1,0.25,2.18,,2.9,3.01,2.18,0.96,0.26,1.93,1.18,1.73,1.23,2.75,4.81,1.61,0.35,0.82,0.82,2.8,0.3,1.18,2.27,2.18,2.56,1.82,1.72,0.53,1,0.97,1.51,1.94,2.82,2.67,1.93,1.15,3.11,1.09,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.08,0.73,0.42,0.52,0.96,2.24,0.98,3.64,1.78,0.71,0.24,1.42,1.1,1.41,1.73,0.68,2.21,1.94,1.68,5.04,0.65,4.22,5.1,2.34,4.5,0.22,3.92,1.19,3.5,2.91,1.85,4.22,1.67,1.78,2.02,3.44,2.16,1.56,2.01,0.58,2.76,0.43,1.07,2.98,2.28,3.1,1.38,1.62,1.69,4.68,2.31,1.24,1.11,0.99,4.39,1.52,1.14,3.08,2.32,0.68,3.44,3.48,1.76,3.88,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.16,2.44,1.41,0.78,2.15,1.54,3.05,3.24,1.61,2.59,0.6,2.56,2.77,1.01,2.73,0.27,5.45,2.07,1.23,1.61,3.6,4.58,0.96,2.18,1.32,1.39,2.19,1.7,2.29,3.67,0.79,3.06,1.64,1.4,2.38,3.82,1.77,0.58,2.04,3.04,0.65,1.52,1.31,1.88,0.08,5.05,2.7,1.82,1.27,0.84,4.61,0.36,2.51,1.14,4.3,4.45,2.53,1.7,2.91,1.01,2.94,1.59,4.25,1.79,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,5.73,1.74,0.59,2.13,0.31,1.35,0.76,2.05,1.37,1.93,0.94,0.6,1.31,1.38,0.47,1.27,1.38,2.08,0.72,2.4,1.94,1.61,5.22,1.32,1.57,1.3,1.67,1.37,3.4,3.24,1.58,4.95,1.03,0.17,2.97,2.11,2.39,2.24,1.22,3.35,1.92,2.08,0.84,1.26,1.48,0.16,0.81,1.69,1.94,1.71,4.2,1.2,1.9,1.43,3.55,2.31,2.28,1.95,2.3,1.78,2.95,2.84,4.13,0.05,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.59,0.79,2.98,3.25,1.75,2.01,1.33,6.15,1.62,1.38,4.33,4.81,2.28,2.45,2.11,2.4,3.71,4.3,2.5,3.39,3.92,3.08,1.2,0.63,1.77,0.69,0.97,5.3,3.4,2.91,2.44,1.39,4.47,3.02,1.22,0.49,4.13,1.71,1.3,3.41,1.28,1.33,2.57,5.39,3.43,1.24,3.37,3.16,3.85,3.87,0.8,0.4,2.12,6.46,0.43,0.75,4.6,3.1,2.2,4.17,2.54,1.8,2.59,2.52,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,1.51,1.14,2.9,4.4,1.54,0.24,2.84,1.57,1.17,2.33,3.83,1.92,0.59,0.31,2.5,3.62,1.64,2.18,2.48,2.01,4.11,0.67,2.16,1.39,0.85,1.64,1.29,1.51,2.47,1.87,5.54,3.62,2.04,6.61,4.6,2.86,1.05,0.74,2.13,5.08,3.41,1.52,3.03,4.92,7.54,2.97,1.74,1.83,3.78,0.24,5.17,1.11,1.82,2.66,5.65,7.26,3.29,1.55,4.81,2.5,0.71,2.89,2.47,2.67,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
