SHIFNAL-COSFORD-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ781046,Long,-2.3250586,Lat,52.638699,Elevation,222,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,3.69,1.4,4.1,1.56,2.4,1.73,2.04,0.77,3.11,2.85,3.07,5.29,3.32,3.28,3.49,4.49,2.25,1.31,2.41,1.96,4.38,1.2,0.5,1.96,2.52,0.57,1.31,2.13,3.22,1.35,1.79,2.37,5.32
February,,,,,,,,,1.87,0.55,0.37,2.04,0.13,3.52,0.24,2.36,2.07,3.95,0.56,0.85,2.31,2.44,1.01,1.4,1.77,1.58,2.43,1.41,1.2,0.57,4.07,2.07,0.45,1.52,1.87,1.41,0.74,2.36,3.65,0.21,2.22
March,,,,,,,,,1.59,0.16,2.82,0.18,1.68,2.17,1.9,0.79,2.12,2.02,0.38,1.43,1.54,2.1,1.69,0.78,0.51,1.02,0.68,5.64,1.02,2.1,0.81,4.21,1.66,0.94,1.95,2.66,1.02,1.68,1.03,2.21,1.41
April,,,,,,,,,1.29,0.67,1.79,4.19,3.34,1.06,2.55,2.94,2.06,2.27,0.12,1.38,3.07,1.15,1.04,1,1.35,0.92,1.13,2,1.82,1.74,1.82,1.84,2.41,2.7,0.4,1.44,1.84,0.16,0.51,3.63,1.26
May,,,,,,,,,0.55,1.77,1.8,4.16,4.29,1.26,0.92,0.81,1.12,2.81,1.41,1.36,2.48,2.77,3.44,2.44,0.63,3.68,2.2,2.74,1.5,2.42,1.25,3.21,3.02,2.07,2.54,3.98,0.58,1.36,1.79,1.14,1.94
June,,,,,,,,,3.26,1.7,0.58,4.58,0.72,2.8,1.42,2.52,3.08,0.62,1.39,1.74,0.7,1.55,1.09,1.61,1.32,2.87,2.16,1.06,2.92,0.35,0.98,1.17,1.98,2.34,2.87,2.22,1.77,1.67,4.02,2.06,2.04
July,,,,,,,,,0.87,2.36,4.89,3.17,3.38,2.88,1.04,0.45,5.92,3.29,2.99,5.37,2.69,2.54,1.57,1.83,2.62,2.57,1.89,4.59,1.54,1.98,2.7,1.56,1.08,2.62,2.58,3.08,2.22,3.55,4.34,1.49,3.82
August,,,,,,,,,3.25,1.71,2.17,4.61,2.26,0.93,2.23,1.08,0.73,0.68,4,1.95,0.31,3.78,1.54,1.82,2.39,3.36,4.9,0.82,4.57,1.36,3.19,4.24,2.73,2.89,4.65,0.97,4.47,3.43,2.87,1.2,2.12
September,,,,,,,,,0.99,0.89,3.04,2.24,1.92,0.6,1.49,3.69,3.93,2.76,1.35,0.42,0.8,0.81,1.63,2.41,2.54,1.24,3.89,0.9,2.34,1.1,3.72,2.08,1.54,2.29,1.9,2.12,2.13,4,4.56,0.18,5.53
October,,,,,,,,,4.29,3.72,3.06,0.92,4.4,4.39,2.1,2.83,1.61,2.11,2.83,3.39,3.52,2.31,2.01,1.74,2.88,3.72,0.5,0.45,2.63,3.83,0.93,1.32,3.81,1.43,3.92,1.34,1.95,1.7,2.91,2.51,4.7
November,,,,,,,,,3.61,5.45,2.93,3.64,1.86,0.92,2.04,5.18,2.77,1.38,3.28,4.24,6.23,2.75,0.74,2.11,3.77,0.36,4.49,1.9,1.36,2.5,3.39,5.73,2.18,1.52,5.73,2.06,0.65,1.97,1.8,3.3,4.62
December,,,,,,,,,1.6,4.64,2.84,0.9,0.87,0.29,4.02,2.49,2.27,2.54,2.64,1.93,1.75,1.15,3.04,1.11,1.48,2.46,2.5,1.92,4.46,1.1,1.94,2.56,2.87,1.16,2.45,1.95,2.46,1.14,2.32,4.05,2.89
Total,,,,,,,,,26.86,25.02,30.39,32.19,27.25,22.55,21.99,25.91,30.79,27.28,24.02,29.35,28.72,26.63,22.29,22.74,23.51,25.09,29.18,25.39,29.74,20.25,25.3,31.95,26.25,22.05,32.17,25.36,23.05,24.37,31.59,24.35,37.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Pumping Station at Water Works site. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
