"SHIFNAL (COSFORD W.W.)",,,,,,,,,,,,
Grid ref,SJ781046,Long,-2.325059,Lat,52.638699,,,,,,,
Station no,2296,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.96,2.52,0.57,1.31,2.13,3.22,1.35,1.79,2.37,5.32,,
February,2.07,0.45,1.52,1.87,1.41,0.74,2.36,3.65,0.21,2.22,,
March,4.21,1.66,0.94,1.95,2.66,1.02,1.68,1.03,2.21,1.41,,
April,1.84,2.41,2.70,0.40,1.44,1.84,0.16,0.51,3.63,1.26,,
May,3.21,3.02,2.07,2.54,3.98,0.58,1.36,1.79,1.14,1.94,,
June,1.17,1.98,2.34,2.87,2.22,1.77,1.67,4.02,2.06,2.04,,
July,1.56,1.08,2.62,2.58,3.08,2.22,3.55,4.34,1.49,3.82,,
August,4.24,2.73,2.89,4.65,0.97,4.47,3.43,2.87,1.20,2.12,,
September,2.08,1.54,2.29,1.90,2.12,2.13,4.00,4.56,0.18,5.53,,
October,1.32,3.81,1.43,3.92,1.34,1.95,1.70,2.91,2.51,4.70,,
November,5.73,2.18,1.52,5.73,2.06,0.65,1.97,1.80,3.30,4.62,,
December,2.56,2.87,1.16,2.45,1.95,2.46,1.14,2.32,4.05,2.89,,
Total,31.95,26.25,22.05,32.17,25.36,23.05,24.37,31.59,24.35,37.87,,
Calc annual,31.95,26.25,22.05,32.17,25.36,23.05,24.37,31.59,24.35,37.87,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
