"BOSTON BARGATE END",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2540,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.42,1.71,2.79,2.90,1.62,2.48,0.94,2.45,1.92,2.83,,
February,2.67,1.25,1.15,0.61,0.72,2.15,3.89,0.89,1.44,2.36,,
March,0.53,1.91,1.82,2.53,2.40,1.28,3.93,1.19,0.39,2.34,,
April,2.07,0.74,0.20,1.85,0.89,0.35,1.58,2.15,1.60,2.29,,
May,2.61,0.83,2.49,2.01,0.75,1.59,1.53,1.21,3.07,0.60,,
June,1.57,2.86,3.13,0.82,2.46,0.66,2.46,1.57,0.85,0.89,,
July,2.49,0.14,4.14,0.72,1.08,5.16,1.60,1.14,2.95,2.31,,
August,2.96,3.00,6.01,0.59,1.31,2.41,2.20,4.10,1.27,2.63,,
September,1.17,2.07,1.41,1.67,1.07,0.97,1.24,0.98,4.01,1.47,,
October,1.99,2.67,1.79,6.48,1.96,1.26,1.96,3.03,1.86,1.80,,
November,2.57,2.59,2.49,1.75,2.28,2.43,3.10,1.33,1.99,1.78,,
December,4.17,3.80,3.18,0.56,4.51,4.82,2.84,1.03,2.54,3.56,,
Total,26.22,23.57,30.60,22.49,21.05,25.56,27.27,21.07,23.89,24.86,,
Calc annual,26.22,23.57,30.60,22.49,21.05,25.56,27.27,21.07,23.89,24.86,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
