ST-SAVIOUR-PETIT-MENAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,WV662480,Long,-2.09109,Lat,49.18148,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4423,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,3.55,3.91,2.24,2.74,3.56,1.44,6.09,4.73,5.36,5.08,2.98,4.02,4.4,4.9,2.38,4.07,2.66,3.27,6.26,1.84,1.81,3.32,4.79,0.74,3.04,3.66,5.5,2.03,6.17,5.02,3.49
February,,,,,,,,,,,2.66,4.19,0.59,4.53,0.27,4.36,2.91,6.31,1.56,1.89,3.76,4.33,0.77,2.17,1.4,2.97,2.42,1.67,1.07,0.62,5.14,3.92,1.63,1.67,2.6,3.99,0.47,6.55,4.33,0.11,3.44
March,,,,,,,,,,,2.89,2.65,2.53,1.47,3.91,1.19,2.68,4.19,0.34,2.38,3.86,3.54,2.61,0.81,0.32,0.5,1.73,5.61,1.08,1.52,1.28,3.71,4.24,0.27,2.95,1.64,0.8,1.74,3.08,1.76,2.52
April,,,,,,,,,,,4.46,2.15,3.08,1.56,1.93,3.24,1.61,2.48,0.09,1.85,1.63,3.02,1.27,1.21,2.99,0.92,2.18,2.84,2.28,0.81,1.83,2.16,1.61,3.3,1.08,0.3,0.92,0.86,0.67,3.56,1.39
May,,,,,,,,,,,2.35,2.11,3.18,2.79,0.8,1.96,1.04,2.6,1.07,0.78,1.73,2,4.95,1.65,0.45,2.01,2.81,1.52,1.95,1.35,2.33,3.68,1.03,1.45,1.32,2.19,1.08,0.71,2.82,1.8,2.43
June,,,,,,,,,,,0.74,1.46,1.34,2.6,1.32,3.89,2.21,1,0.26,2.59,0.32,2.18,0.93,0.69,1.77,1.86,1.57,3.18,1.35,0.34,1.61,1.38,0.32,1.03,1.89,1.99,1.59,1.08,3.4,0.56,1.62
July,,,,,,,,,,,3.51,2.58,1.54,2.6,0.66,1.06,3.76,1.43,1.73,3.18,5.9,2,1.83,2.56,3.1,2.79,2,1.22,1.31,0.42,3.32,1.37,1.16,2.32,2.24,1.33,1.97,1.76,1.21,0.76,3.57
August,,,,,,,,,,,2.95,8.25,0.97,2.08,4.45,2.47,0.91,1.06,2.36,1.64,0.01,7.74,3.84,1.81,1.93,2.7,4.76,1.42,2.72,0.87,3.4,5.14,3.31,1.54,2.91,0.71,5.56,2.74,3.76,1.62,3.8
September,,,,,,,,,,,3.81,2.29,4.38,2.5,1.95,2.97,2.55,3.62,2.73,0.77,2.11,0.51,3.95,3.27,2.21,2.21,2.59,1.77,1.35,2.86,5.09,4.48,7.97,2.16,3.87,2.92,1.91,3.06,2.06,0.94,2.72
October,,,,,,,,,,6.37,4.63,0.79,5.84,3.44,3.3,4.44,1.67,3.26,3.99,5.76,3.28,1.85,3.28,3.45,5.38,2.39,1.1,1.6,2.64,6.47,2.99,1.06,4.84,1.69,2.23,3.38,2.21,1.12,4.55,3.8,5.7
November,,,,,,,,,,7.03,8.03,4.06,2.79,2.26,3.3,6.21,5.21,2.66,4.97,4.67,8.82,2.32,2.16,3.62,8,1.07,3.42,5.29,2.82,7.65,9.01,6.81,5.19,1.91,4.04,1.21,1.36,3.1,3.94,5.02,5.57
December,,,,,,,,,,4.82,4.6,1.43,1.52,2.23,7.39,6.64,1.71,5.73,4.2,2.37,5.54,3.1,3.84,2.42,3.65,4.68,4.25,5.89,3.6,2.68,6.26,4.25,5.53,1.12,3.19,4.86,4.4,3.31,4.09,7.09,6.64
Total,,,,,,,,,,,44.18,35.87,30,30.8,32.84,39.87,32.35,39.07,28.66,32.96,39.94,36.61,33.83,28.56,33.58,28.17,31.49,35.28,28.43,27.43,44.07,41.28,41.62,19.2,31.36,28.18,27.77,28.06,40.08,32.04,42.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1929 Oct 1st Gauge moved from Beauvoir, St Saviour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Note says I intend to move the gauge to a position more open during this year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
