BUDDONNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO539309,Long,-2.749817,Lat,56.467966,Elevation,15,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,1.49,,2.32,0.66,1.23,1.47,2.55,2.72,0.64,1.14,0.65,3.33,3.62,1.38,1.23,4.22,1.61,0.28,1.97,0.77,1.5,1.38,2,0.73,2.65,3.69,1.66,2.52,1.55,2.07,2.28,3.98,2.51,4.14,4.43,1.35,2.93,1.55,3.39,1.43,3.82,1.05,1.46,2.85,1.36,1.74,1.01,1.05,3.86,2.89,2.49,3.6,1.94,2.59,3.93,3.16,1.12,3.79,1.45,3.62,4.08,1.14,1.14,3.75,1.25,0.6,1.35,1.14,2.66,2.63,1.62,1.05,4.11
February,,,,,,,,,0.72,,1.08,0.09,1.77,2.58,3.78,0.79,0.85,0.93,0.71,2.07,2.76,1.24,1.2,2.84,3.73,0.84,0.69,1.14,0.54,0.93,2.2,1.24,2.39,1.19,2.32,5.33,2.52,1.01,2.03,2.69,1.87,0.28,2.41,4.81,0.89,2.67,4,0.99,1.75,1.34,1.01,1.27,0.13,1.79,0.04,1.52,2.78,2.99,0.47,1.94,1.15,4.43,1.46,1.05,0.53,1.93,1.12,2.12,2.29,1.17,1.86,2.54,0.53,0.76,2.03,1.82,1.14,3.39,2.5,0.22,2.18
March,,,,,,,,,2.65,,1.68,1.72,0.51,1.05,0.67,2.74,1.12,2.94,0.58,1.55,1.86,1.3,1.06,1.95,1.55,2.29,0.9,1.6,3.29,4,1.43,1.35,1.78,3.82,4.28,3.02,2.99,1.71,1.43,1.56,2.04,1.75,1.52,1.27,1.27,1.37,0.69,2.3,3.45,0.42,1.38,1.16,2.59,1.49,2.3,1.22,2.43,2.78,0.46,2,2.62,2.15,1.4,0.56,0.57,0.76,1.99,3.52,0.72,1.65,2.11,2.18,2.24,0.17,2.37,1.73,1.17,2.04,5.67,0.92,1.72
April,,,,,,,,,1.48,,0.38,0.62,0.69,1.1,1.47,1.19,1.03,1.2,3.41,3.28,1.27,1.83,1.76,0.84,1.21,1.65,0.83,1.86,0.58,3.68,2.77,1.03,0.15,2.57,0.68,0.79,2.13,1.73,0.67,2.35,1.94,0.96,1.81,3.04,2.05,2.22,2.25,0.83,0.52,1.41,1.64,2.37,2,1.34,5.36,2.71,0.52,1.91,0.07,0.76,1.15,2.1,1.39,1.43,2.3,1.37,0.25,2.1,1.34,1.29,1.32,2.25,1.11,2.29,1.09,0.66,1.17,0.58,1.63,2.47,2.08
May,,,,,,,,,1.58,,1.78,1.92,3.15,1.98,3.41,0.61,0.86,1.48,2.44,3.95,1.44,1.64,2.34,1.17,2.07,1.57,5.12,4.69,1.9,2.95,1.63,1.07,1.73,3.07,2.16,0.83,3.22,1.47,4.17,1.01,3.72,2.29,1.06,1.74,4.19,3.33,1.62,2.2,1.18,2.46,1.41,3.4,2.95,1.15,1.9,0.89,1.49,2.23,3.31,1.11,1.26,1.95,3.59,3.4,1.76,3.84,1.81,4.91,3.11,1.25,1.65,1.75,2.35,2.2,2.62,1.69,0.59,1.26,2.24,0.7,1.48
June,,,,,,,,,1.97,,3.07,0.49,2.76,1.71,2.01,1.74,2.6,3.9,1.22,1.52,1.76,2.47,1.43,1.93,0.54,1,1.03,3.66,0.73,0.94,1.33,1.26,3.35,1.51,0.99,1.17,2.76,1.04,0.86,1.7,0.96,0.94,1.71,1.06,1.77,0.67,2.22,1.68,3.59,1.75,1.64,4.77,1.14,1.1,1.09,3.34,0.98,1.73,2.45,1.08,0.3,0.86,0.94,1.36,2.36,2.69,2.58,3.01,3.85,0.97,1.2,1.45,1.87,1.14,2.13,0.78,2.84,0.86,2,2.18,1.96
July,,,,,,,,,4.99,,2.96,3.88,1.44,2.63,2.93,3.89,3.68,1.64,1.8,2.32,3.94,0.67,2.69,4.25,0.89,1.93,1.2,2.14,1.75,2.95,2.79,1.4,2.35,1.06,2.54,4.24,6.64,1.6,3.91,0.72,2.21,2.36,3.89,1.94,4.37,1.52,2.44,1.94,1.31,2.16,2.17,4.26,2.55,2.19,2.34,0.94,3.89,4.53,2.74,3.45,5.88,2.41,2.31,2.51,2.37,2.85,2.63,1.45,2.41,2.55,3.27,3.52,2.18,2.46,2.32,1.22,3.64,5.67,4.95,3.35,1.73
August,,,,,,,,,1.38,,2.7,3.33,3.9,2.64,4.66,3.83,2.14,3.81,2.86,0.49,3.82,3.55,2.07,4.45,3.83,3.42,4.93,2.96,1.75,2.43,6.68,0.73,3.72,1.39,2.94,2.67,4.26,5.49,2.13,1.85,3.62,2.94,1.8,4.78,3.2,1.64,2.11,3.85,4.86,3.45,6.62,2.86,0.61,0.75,2.52,1.9,1.39,3.1,1.33,1.5,1.06,3.05,1.89,4.03,1.43,3.6,4.06,0.34,6.89,2.58,2.74,2.65,2.67,2.47,2.49,0.24,4.47,3.63,3.29,0.67,4.14
September,,,,,,,,,0.38,,2.19,3.67,1.14,1.77,0.4,0.8,3.06,1.19,1.52,3.18,1.54,1.08,1.19,2.12,1.62,1.09,1.05,1.19,4.56,1.42,0.9,1.03,3.8,2.28,0.53,1.4,1.62,1.5,4.01,1.13,2.17,1.14,2.34,2.11,4.45,3,3.79,5.65,1.99,0.53,4.39,0.98,1.61,1.28,2.41,3.12,2.89,1.18,3.04,1.73,2.36,0.76,2.7,2.39,2.31,3.19,2.65,1.89,2.39,1.53,5.32,1.34,0.77,2.03,2.57,0.91,4.54,1.52,2.58,0.55,2.28
October,,,,,,,,,1.07,,1.6,1.98,3.87,2.53,3.09,1.69,2.69,2.01,4.39,0.73,3.16,1.99,1.18,4.61,0.62,1.71,3.21,4.83,1.56,3.51,2,1.79,3.72,1.98,2.66,2.96,4.33,2.52,3.14,2.05,1.97,2.17,2.16,2.1,3.84,1.7,4.47,4.3,2.96,2.01,2.57,0.98,5.6,2.57,2.67,3.41,1.15,2.82,2.8,2.04,4.3,3.56,1.98,2.7,3.29,4.48,0.48,1.27,2.86,3.65,1.22,0.46,1.93,1.5,5.61,1.85,1.2,1.5,1.51,1.99,4.87
