RAWTENSTALL (GREENFOLD RES.) NO.2,,,,,,,,,,,,
Grid ref,SD829264,Long,-2.260691,Lat,53.733707,,,,,,,
Station no,2923/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.19,4.71,2.05,4.99,3.38,5.75,4.54,5.30,3.54,6.18,,
February,3.82,1.33,2.75,5.05,3.57,1.55,4.66,7.25,0.79,5.13,,
March,5.09,2.63,2.04,3.61,2.77,1.76,4.22,2.38,2.71,1.70,,
April,2.44,3.93,3.90,0.87,2.94,3.38,0.45,1.90,3.38,3.50,,
May,2.11,2.83,2.50,3.79,4.40,2.05,1.87,5.56,2.38,2.40,,
June,1.27,4.09,3.19,3.24,3.67,3.78,2.24,4.65,4.35,1.66,,
July,4.10,2.60,5.77,5.68,1.22,5.66,6.22,4.19,3.84,8.05,,
August,5.94,7.02,5.73,7.27,1.71,12.46,6.28,4.56,0.67,6.85,,
September,3.67,4.81,4.99,5.99,4.25,4.18,6.67,5.28,0.35,3.84,,
October,1.34,6.21,2.88,9.32,3.67,3.20,6.45,4.97,5.62,5.87,,
November,12.02,2.60,5.81,8.21,3.45,1.77,3.01,2.21,5.96,9.13,,
December,10.25,4.43,2.48,7.51,7.53,6.23,5.75,4.84,9.03,5.49,,
Total,56.24,47.19,44.09,65.53,42.56,51.77,52.36,53.09,42.62,59.80,,
Calc annual,56.24,47.19,44.09,65.53,42.56,51.77,52.36,53.09,42.62,59.80,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,,
