BARRY-WW-BIGLIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST147697,Long,-3.228105,Lat,51.419871,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.8,2.13,1.76,2.28,3.32,0.84,1.55,0.89,4.25,5.02,1.78,2.19,4.54,4.07,1,5.09,2.02,2.05,1.79,3.52,1.19,4.74,6.02,1.52,3.2,2.55,1.29,6.22,4.96,5.05,3.21,3.15,2.27,4.8,3.65,5.81,4.9,7.94,1.48,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0,2.18,4.59,3.33,0.12,0.5,4.37,1.35,3.05,5.41,0.86,0.9,1.93,4.66,0.93,2.9,1.46,1.62,0.7,3.95,4,2.29,1.12,2.43,3.42,6.01,1.43,1.81,4.14,0.81,0.14,3.77,6.54,0.45,5.15,2.91,2.35,3.89,1.26,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.23,0.88,0.54,2.7,3.26,3.59,2.95,1.35,0.74,0.89,1.57,2.12,4.23,2.51,4.65,2.3,1.19,2.44,3.53,0.63,2.52,5.35,4.39,5.61,1.58,3.91,2.43,2.07,5.74,3.54,2.21,4.12,1.36,1.36,0.31,0.6,3.86,3.88,0.77,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.4,1.66,0.03,1.47,1.74,0.58,3.16,1.05,3.54,1.44,3.56,1.83,2.55,1.24,2.19,1.41,3.59,2.31,1.98,2.49,2.06,0.6,3.51,2,1.11,1.91,1.93,2.24,1.45,3.67,0.81,3.59,2.51,2.67,2.04,2.25,1.79,1.79,0.43,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,3.26,1.15,2.1,1.64,0,0.18,0.83,2.6,1.78,1.29,0.59,2.78,2.53,2.65,0.13,3.66,2.16,1.02,1.58,3.13,0.9,1.5,2.18,2.05,2.77,4.21,2.54,1.33,0.55,3.07,1.68,1.78,2.17,4.16,4.33,1.92,1.78,0.64,2.84,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.2,1.39,0.56,2.52,1.27,2.04,2.6,1.12,0.93,1.74,2.72,2.7,2.79,0.67,3.47,2.13,3.07,0.28,2.88,5.01,2.45,5.02,1.56,2.48,1.36,3.26,2.53,1.27,1.16,3.49,0,1.55,0.57,2.46,0.02,1.69,2.93,2.85,2.12,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.35,2.12,4.76,4.04,4.35,1.39,1.24,0.7,2.83,1.01,2.28,2,4.73,4.61,1.7,0.84,2.58,2.78,3.1,2.32,0,3.19,0.37,5.57,4.48,1.71,2.9,6.98,2.17,5.95,0.74,3.8,2.96,6.78,4.07,1.95,3.8,2.63,2.39,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,6.68,4.13,2.09,5.33,3.79,3.33,6.48,3.4,1.77,3.18,2.86,3.28,5.18,3.16,3.32,2.83,3.13,4.29,3.2,5.56,1.18,9.68,0.56,3.13,1.36,3.43,6.02,3.77,2.84,2.36,2.85,3.79,4.05,6.79,5.99,4,4.49,2.66,3.83,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.73,3.68,2.47,2.57,0.8,7.29,4.8,2.35,2.55,0.82,3.01,2.91,2.8,2.87,1.41,1.14,0.82,4.39,3.78,0.27,1.88,0.71,2.67,2.72,1.9,2.96,2.26,11.11,1.57,2.89,4.51,2.93,2.72,5.65,4.9,2.06,7.8,0.75,0.44,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,5.1,1.92,5.74,4.4,4.71,3.89,1.27,5.46,2.83,5.53,2.96,3,8.96,2.08,1.91,5.59,5.61,2.96,5.88,5.75,3.09,5.7,4.33,2.18,4.19,7.66,6.22,2.03,2.75,3.37,1.99,1.23,5.41,7.1,5.6,4.81,3.1,6.1,6.33,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
