BIRMINGHAM-WW-BRYN-HIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN843681,Long,-3.6981009,Lat,52.2988,Elevation,1470,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,9.45,8.6,8.3,5.85,8.65,13,13.4,11.3,4.6,4.5,9.2,11.2,10,,9.2,6.5,15.85,5.95,5,7.8,7.1,4.75,6.4,6.9,9.75,,7.5,9.85,12.45
February,,,,,,,,,,,0.7,,0.25,,0.75,9.9,3.85,11.1,5.1,9.85,5.85,8.85,2.25,6.95,4.95,8.5,14.75,3.5,5.85,3.5,11,7.7,6.25,4.5,8.35,3.3,1.75,6.9,11.05,1.55,10.8
March,,,,,,,,,,,4.65,1.9,5.9,4.6,6.55,3.2,4,5.3,2.9,4.9,5.45,6,5.25,2.75,1.4,3.8,2.15,14.9,4.8,5.4,4.2,10.7,3.9,7,4.95,4.35,5.95,6.75,1.8,5.2,3.55
April,,,,,,,,,,,4.7,7.65,6.9,0.85,5.7,7.5,4,7.9,1.4,5.45,4.3,3.1,4.6,3.55,2.9,3.5,2.6,5.3,4.3,7,7.3,7.95,3.6,,4,6.25,2.8,0.65,,7.55,6.15
May,,,,,,,,,,,4,5.25,6.7,2.55,4.35,2.3,3.55,2.75,4.15,1.45,2.35,5.15,8.15,6.55,3.75,5.2,3.65,3.85,3,6.75,1.8,3.55,3.5,4.2,4.5,6.85,2.65,3.5,5,1.75,2.25
June,,,,,,,,,,,2.65,4.8,2.45,5.65,2.95,7.1,6.5,3.4,7.25,3.7,0.8,2,1.1,6.3,4.15,7.85,6.35,3.8,8.6,0.6,2.85,1.75,4.75,2.05,6.65,8.3,3.75,3.25,5.65,3.8,3.8
July,,,,,,,,,,,10.25,7.8,7.85,6.35,4.1,2.45,9.55,3.65,7.95,10.3,12.4,4.45,8.25,5.35,4.95,3.95,5.25,4.65,4.7,1.55,5.55,3.8,2.7,8.55,9.3,1.1,5.05,9.55,5.15,6.25,8.55
August,,,,,,,,,,,9.45,6.45,1.8,3.15,8.8,3.5,1.95,1.4,6.1,3.9,2.75,10.6,5.95,7.5,4.15,4.35,13.8,0.95,6.55,4.75,9.55,7,6.75,,8.1,1.9,10.8,,5.5,0.8,7.15
September,,,,,,,,,,,9.9,3.95,8.55,1.5,4.8,12.65,6.9,4.85,3.3,1.45,5.45,1.6,5.9,7.7,7.55,6.15,9.6,4.85,7.45,2.6,14.3,5.8,6.4,8.05,8.75,6.15,,13.95,9.15,0.7,6.65
October,,,,,,,,,,,13,4.3,15.3,8.5,10.25,13.75,7.95,5.15,11.65,4.1,8.85,8.35,11.95,6.65,12.75,5.6,3.6,2,7.15,8.85,4,2.3,9.35,4.4,,7.05,5.3,8.45,8.8,11.1,7.05
November,,,,,,,,,,,11.8,,7.1,2.3,3.5,10.45,9.1,2.3,11.6,19.7,14.85,6.6,1.45,9.25,12.9,0.9,13.15,9.45,3.85,10.2,9.35,14.6,5.9,6.9,12.25,3.35,5.2,4.45,4.05,8.95,13.75
December,,,,,,,,,,,9.95,6.25,5.1,1.4,14.5,6.8,13.95,8.4,9.1,7.1,8.2,7.75,11.85,4.3,8,8.3,8.05,8.4,10.4,13.35,7.5,10.4,8.35,3.25,10.75,8.7,8.05,8.8,6.85,12.5,11.7
Total,,,,,,,,,,,,,77.35,,74.55,85.45,79.95,69.2,83.9,83.2,75.85,68.95,75.9,78.05,77.45,,92.15,68.15,82.5,70.5,82.4,83.35,68.55,,,64.2,,,,70,93.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAS src_id 10465 BRYN HIR Start 1930 end 1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is on Bryn Hir. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jan, Feb and Mar 1947 estimated for snow but left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
