"OVER DARWEN EARNSDALE RESERVOIR",,,,,,,,,,,,
Grid ref,SD682232,Long,-2.483186,Lat,53.704254,,,,,,,
Station no,2942,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.36,2.34,4.09,4.27,4.54,2.17,6.81,2.17,3.99,2.57,,
February,2.91,1.12,1.77,5.45,3.70,2.43,3.67,2.10,3.67,2.46,,
March,0.50,2.81,2.85,5.08,2.81,4.12,4.62,4.04,3.32,2.97,,
April,2.92,2.67,2.89,1.76,4.24,3.07,2.07,2.50,2.20,4.22,,
May,2.65,0.95,2.75,4.31,2.25,1.33,4.58,4.72,3.31,3.31,,
June,3.07,2.08,1.28,1.68,2.12,2.87,2.02,9.49,2.16,3.67,,
July,2.63,2.26,3.54,5.41,0.95,3.23,3.00,4.10,5.65,6.86,,
August,5.20,2.67,2.93,6.12,5.08,4.56,4.54,5.64,4.56,3.78,,
September,2.82,1.25,2.34,5.85,1.29,3.06,1.62,1.44,5.18,3.32,,
October,6.42,3.98,4.47,9.90,3.74,4.25,8.43,3.88,2.31,7.17,,
November,4.75,5.90,3.62,3.78,3.74,5.78,4.80,3.91,4.07,2.34,,
December,5.16,4.46,4.12,3.10,3.46,1.88,4.97,5.29,3.08,6.60,,
Total,45.39,32.49,36.65,56.71,37.92,38.75,51.13,49.28,43.50,49.27,,
Calc annual,45.39,32.49,36.65,56.71,37.92,38.75,51.13,49.28,43.50,49.27,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
