OVER DARWEN EARNSDALE RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD670220,Long,-2.501235,Lat,53.693394,Elevation,705,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.56,2.21,2.74,7.62,3.71,3.86,1.44,2.86,2.22,3.48,2.23,3.96,5.5,6.36,2.34,4.09,4.27,4.54,2.17,6.81,2.17,3.99,2.57,4.41,1.72,5.18,5.3,3.54,6.95,4.24,2.43,3.07,4.71,4.46,7.97,3.69,5.42,3.89,3.89,6.6,5.96,13.93,2.23,8.18,6.87,6.54,3.64,4.07,2.89,6.05,4.44,6.35,5.93,1.73,1.87,6.39,7.33,6.39,4.36,5.71,5.21,10.43,4,4.4,5.73,5.67,,6.12,2.87,6.5,4.01,4.57,3.2,6.55
February,,,,,,,,2.36,1.33,3.29,1.11,0.17,3.14,6.66,6.48,0.07,1.39,4.11,3.52,1.89,2.91,1.12,1.77,5.45,3.7,2.43,3.67,2.1,3.67,2.46,4.99,5.85,2.52,2.01,3.98,7.86,3.83,0.99,5.87,1.05,3.87,0.37,5.93,8.33,1.16,8.63,5.77,2.6,5.63,1.55,0.46,5.97,0.19,5.08,0.41,7.42,3.46,6.84,1.95,5.1,2.72,5.59,1.38,3.5,2.36,6.71,8.23,0.37,3.12,3.4,6.33,4.7,1.93,,4.56,2.51,1,4.27,7.91,0.83,4.08
March,,,,,,,,2.39,4.23,3.46,5.37,2.5,1.48,2.62,4.58,5.59,7.89,6.51,2.87,2.05,0.5,2.81,2.85,5.08,2.81,4.12,4.62,4.04,3.32,2.97,1.17,2.49,7.98,6.19,6.16,2.03,2,2.64,2.02,5.15,4.93,3.93,3.01,2.17,1.66,2.31,2.35,6,4.51,1.89,3.5,0.69,3.6,4.39,3.43,1.54,3.91,2.62,1.75,2.48,3.52,4.08,3.52,1.48,1.03,1.96,1.18,7.22,2.6,2.69,3.08,6,2.94,,4.52,2.22,2.01,4.35,1.96,2.62,1.8
April,,,,,,,,2.26,2.71,2.87,1.74,2.84,1.79,0.5,2.18,3.92,1.84,4.1,1.83,4.12,2.92,2.67,2.89,1.76,4.24,3.07,2.07,2.5,2.2,4.22,3.69,3.91,0.94,6.79,1.86,2.48,4.32,2.03,1.26,2.92,6.36,2.74,2.83,3.96,2.02,3.56,1.97,3.69,1.7,1.35,3,3.87,4,2.24,3.56,3.96,1.31,4.2,0.74,3.25,3.23,1.82,2.92,2.8,2.78,2.68,1.66,4.2,2.59,4.71,3.87,3.29,4.5,,1.35,3.55,3.28,0.71,1.71,3.82,3.6
May,,,,,,,,2.63,1.51,4.28,3.13,4.45,5.18,2.6,4.39,1,1.18,4.45,3.58,3.09,2.65,0.95,2.75,4.31,2.25,1.33,4.58,4.72,3.31,3.31,4.39,3.06,2.6,4.19,2.44,1.8,3.09,2.04,2.4,2.02,7.71,3.26,2.4,4.54,6.02,5.29,3.79,1.78,1.33,3.93,2.34,2.82,4.98,2.35,4.6,1.65,0.86,2.36,4.96,1.91,1.17,2.99,4.09,3.79,4.72,4.04,1.93,2.89,2.07,4.16,2.32,2.87,3.2,,3.4,4.83,2.06,3.26,5.31,2.13,2.42
June,,,,,,,,1.02,3.29,0.97,4.92,2.67,4.54,2.83,3.98,3.15,2.24,5.59,2.91,1.6,3.07,2.08,1.28,1.68,2.12,2.87,2.02,9.49,2.16,3.67,3.15,4.42,6.5,3.44,2.26,2.13,3.87,2.54,2.57,2.42,3.35,0.86,4.04,1.75,3.81,0.31,3.16,5.31,7.28,2.19,3.12,6.69,1.34,2.78,2.42,3.73,4.38,2.29,5.33,4.2,1.06,0.65,0.9,4.41,3.6,4.99,3.75,3.56,6.39,1.37,2.84,1.83,4.67,,4.14,4.29,2.86,2.41,4.54,3.12,1.93
July,,,,,,,,1.98,10.31,4.31,5.46,4.54,3.11,3.88,6.08,6.59,4.01,2.15,1.15,3.33,2.63,2.26,3.54,5.41,0.95,3.23,3,4.1,5.65,6.86,6.19,0.49,6.74,1.58,5.3,4.07,2.97,2.26,3.72,2.06,6.44,2.39,5.87,6.09,5.72,2.86,3.94,5.24,3.39,4.54,6.6,4.94,4.89,3.68,2.29,2.41,5.71,2.36,5.29,7.94,5.83,2.91,6.33,3.4,4.89,3.75,4.89,3.95,2.71,3.05,5.55,4.16,3.42,6.41,8.33,1.21,5.79,8.13,4.01,5.55,10.63
August,,,,,,,,2.26,6.47,8.12,7.34,12.37,5.84,3.65,6.77,4.93,3.62,6.06,4.69,1.57,5.2,2.67,2.93,6.12,5.08,4.56,4.54,5.64,4.56,3.78,7.78,4.38,8.44,2.77,3.67,5.81,3.36,7.9,5.21,4.79,3.11,7.31,5.64,7.01,8.09,5.16,4.28,7.36,7.86,6.65,10.28,6.05,1.76,3.77,6.13,2.25,3.16,3.64,3.82,3.81,3.06,7.18,6.05,7.95,4.39,2.82,8.82,0.27,6.01,3.5,9.87,5.74,6.37,5.8,7.43,1.48,14.17,8.24,4.83,0.72,5.72
September,,,,,,,,8.18,2.27,5.21,3.58,4.33,4.6,6.52,0.87,1.63,7.89,5.6,2.08,6.12,2.82,1.25,2.34,5.85,1.29,3.06,1.62,1.44,5.18,3.32,0.66,4.68,2.64,2.41,4.56,0.87,3.48,2.57,13.3,3.07,3.26,2.23,5.19,5.94,5.45,5.46,5.36,8.04,1.68,2.38,3.76,4.45,7.12,1.09,4.8,8.73,4.72,2.18,2.71,1.88,5.35,1.62,4.3,5.6,7.29,3.26,7.93,5.25,3.46,2.51,10,4.23,5.86,6.22,6.59,5.29,4.41,9.19,5.47,0.48,3.76
October,,,,,,,,2.68,3.01,4.75,6.27,6.99,5.85,6.44,4.64,4.37,6.05,3.57,3.89,3.35,6.42,3.98,4.47,9.9,3.74,4.25,8.43,3.88,2.31,7.17,3.71,4.27,5.75,2.37,3.05,2.36,9.26,9.32,4.89,2.8,1.94,3.32,0.88,7.84,5.11,7,4.31,5.47,7.39,9.12,7.12,3.81,9.33,5.61,7.41,9.61,5.87,2.56,11,2.61,5.36,5.45,8.77,4.76,6.76,6.87,1.59,1.29,3.42,5.94,5.12,1.37,6.03,2.92,10.34,3.68,3.28,7.82,5.56,5.74,4.59
