ILKLEY BROOK STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE116476,Long,-1.824846,Lat,53.924407,Elevation,312,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.52,1.51,1.53,5.41,2.87,2.74,0.63,4.71,3.88,1.39,1.77,2.06,5.98,5.35,3,2.21,3.13,3.35,1.32,5.57,1.61,2.08,2.09,4.7,1.02,5.17,,,,,,,
February,,,,,,,,0.56,0.61,1.91,0.63,0.18,3.72,4.7,6.05,0.55,0.86,2.89,4.01,1.98,3.8,1.38,1.04,5,3.51,2.62,3.08,2.39,2.93,1.69,4.26,4.1,2.3,,,,,,,
March,,,,,,,,1.64,2.86,2.36,3.02,3.17,1.06,1,4.1,3.22,5.02,5.31,1.44,1.86,0.62,2.7,2.38,5.27,1.79,3.2,2.08,3.31,3.83,3.04,0.56,1.7,5.09,,,,,,,
April,,,,,,,,0.98,2.91,2.51,1.37,1.96,1.78,1.02,2.54,2.01,2.37,2.32,2.87,2.03,1.71,3.36,1.61,1.84,2.47,2.21,1.16,1.78,2.14,3.66,2.89,1.28,0.84,,,,,,,
May,,,,,,,,0.99,1.12,2.26,3.25,1.75,3.16,2.42,1.61,0.42,0.68,1.14,2.52,3.12,1.61,1.03,2.67,2.51,3.27,0.51,3.06,3.26,2.62,2.23,1.98,0.91,2.44,,,,,,,
June,,,,,,,,0.08,2.1,0.18,3.44,1.02,4.41,2.56,3.15,2.27,4.53,3.45,1.92,1.42,3.02,0.97,1.61,1.54,1.41,1.92,2.33,5.54,0.99,3.15,2.52,1.82,6.21,,,,,,,
July,,,,,,,,1.27,5.23,2.91,2.45,3.85,2.05,3.52,2.75,5.07,2.38,0.91,0.79,3,5.78,1.05,2.56,4.85,2.35,1.04,2.69,2.85,3.21,3.28,2.66,0.81,4.1,,,,,,,
August,,,,,,,,1.73,3.4,5.11,6.35,5.06,4.16,2.94,2.86,2.7,1.61,4.12,3.89,1.71,6.39,1.47,2.58,4.72,3.4,4.24,3.03,2.18,2.47,3.28,4.93,1.9,6.19,,,,,,,
September,,,,,,,,3.62,0.6,1.89,2.13,2.48,2.47,2.46,0.69,1.83,5.87,4.14,0.87,4.54,0.86,1.11,1.25,4.23,1.27,1.93,0.62,0.59,4.44,3.42,0.15,3.07,1.71,,,,,,,
October,,,,,,,,2.41,0.86,4.92,1.88,4.25,6.57,3.89,4.54,4.07,4.17,1.62,4.13,2.81,4.93,2.13,3.58,9.1,0.94,2.82,5.58,5.28,1.68,2.5,3.49,2.83,3.85,,,,,,,
November,,,,,,,,2.39,7.54,1.25,4.67,3.77,2.26,2.77,1.69,4.86,1.53,2.95,3.31,1.33,3.71,5.18,2.18,2.56,2.9,4.03,3.83,2.26,2.68,1.42,4.78,3.56,2.64,,,,,,,
December,,,,,,,,3.06,2.29,2.76,0.62,7.42,1.48,4.86,3.68,3.95,3.55,4.52,4.25,3.77,3.95,5.92,2.62,2.1,2.8,0.75,3.25,4.65,2.26,4.72,4.23,6.75,4.69,,,,,,,
Total,,,,,,,,21.25,31.03,29.59,35.22,37.78,35.86,32.77,38.37,34.83,33.96,35.14,32.06,33.55,41.73,29.3,26.29,46.85,29.46,26.59,36.28,35.7,31.33,34.48,37.15,29.75,45.23,,,,,,,
