KILSYTH ( FAUGHLIN RES. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS741831,Long,-4.02161,Lat,56.024213,Elevation,707,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.9,7.2,,2.7,1.87,3.15,7,5.5,3.7,4.82,11,4.7,2.2,6.75,3.91,7.46,7.09,6.2,6.4,4.5,4.3,5.85,4.9,9.54,2.98,7.98,6.13,9.24,10.25,5,5.75,5.8,7.35,8.1,7.1,10.2,2.65,7.25,3.95,8.1,6.09,8.05,2.69,5.94,5.75,9.35,6.68,2.42,1.96,4.9,6.78,8.8,2.82,7.74,5.7,8.26,9.09,6.44,5.97,4.53,2.94,5.68,3.54,4.34,8.65,5.32,1.96,5.34
February,,,,6.1,,,2.7,4.13,2.55,2.3,2.2,1.7,2.15,11.2,4.54,3.5,2.78,5.1,3.4,2.5,5.49,11.15,5.9,4.95,6.1,7.85,4.8,0.25,9.55,1.47,10.95,1.85,5.4,6.3,0.75,6.1,7.25,4.8,9.25,2.3,0.4,5.65,0.04,5.3,0.7,6.5,3.55,6.29,3.21,8.1,2.83,5.54,2.45,7.17,2.9,10.25,4.72,2.5,7.08,6.31,5.92,3.64,1.09,2.67,5.3,3.03,2.39,3.36,2.26,3.06,4.12
March,,,,2.1,,,4.7,4.85,1.3,3.31,0.88,2.94,3.2,10.65,3.5,6,5,6.3,5.55,4.8,2.65,3.4,7.75,7.71,6.3,2.98,3.35,1.65,2.25,3.95,5.56,10.4,3.1,2.65,1.4,1.4,4.45,4.85,5.1,1.7,3.13,1.65,3.5,4.74,5.22,2.19,4.41,2.54,5.68,5.19,5.66,3.3,3.79,4.37,0.97,5.78,5.13,4.07,7.32,4.47,4.06,4.44,4.75,2.08,3.84,1.78,3.22,7.04,1.88,4.31,2.17
April,,,,1.2,2.4,3.7,2.2,2.16,3.5,4.6,3.06,3.96,1.25,1.85,5.9,3.7,2.9,3,1.85,4.56,6.96,4.9,2.13,3.72,3.8,4.72,4.5,1.23,1.45,2.25,2.86,1.92,2.95,4.4,2.8,7.01,3.1,3.2,2.8,1.85,1.4,4.6,5.3,2.8,3.3,4.1,1.98,3.09,1.18,3.15,4.67,2.84,4.44,4.48,4.32,2.87,2.03,7.75,4.98,7.05,4.09,3.74,2.45,2.28,2.42,3.54,1.29,4.27,1.82,4.59,4.75
May,,,,3.1,3.7,1.5,0.8,2,2.2,5.33,2.5,2.64,2.7,3.05,5.1,3.3,6.32,5.62,4.2,4.26,2.55,2.72,2.7,4.35,3.15,1.77,7.25,3.85,2.5,1.3,7.85,3.95,6.17,2.65,6.7,10.01,4.5,3.8,1.95,4.3,2.48,5.5,4.75,2.38,3.4,0.31,0.95,2.52,6.54,1.43,1.15,3.95,3.67,5.04,4.81,6.74,2.5,4.04,2.65,4.45,4.31,2.1,1.53,2.87,4.22,4.09,4.23,3.52,4.56,1.19,3.5
June,,,,2,3.3,1.5,5.8,6.22,2.15,2.63,4.5,4.3,2.35,4.7,3.1,1.1,2.2,7.21,3.5,2.4,1.45,3.25,6.75,4.75,0.87,1.97,2.7,3.2,1.62,3.85,2.5,0.35,2.27,2.28,3.5,1,2.76,5.95,7.35,3.55,3.9,6.7,1.8,1.32,3.75,6,2.28,4.59,7.83,3.59,1.08,1.29,2.11,5.91,5.68,5.91,4.92,5.28,5.42,0.85,2.92,3.47,5.31,2.22,4.73,3.4,4.44,2.38,4.04,2.96,3.34
July,,,,2.4,3,5.6,5,1.95,1.1,3.2,3.4,2.3,4.2,6.3,3,3.3,2.87,3.58,5.2,4.35,5.75,3.25,3.3,1,0.87,6.4,4.25,2.05,4.57,1.66,5.45,5.2,5.31,4.7,5.65,2.14,5.25,5.5,5.2,5.5,3.95,7.2,4.1,4.46,3.9,1.8,5.67,4.95,5.54,7.23,4.77,4.14,3.24,3.42,4.16,3.64,5.42,4.69,5.1,2.69,6.56,6.74,3.29,10.28,2.77,1.34,6.47,5.87,6.18,7.08,5.53
August,,,,3.6,5.8,8.5,2.1,6.63,4.75,1.1,4.2,5.2,4,7.95,6.3,6.28,5.44,8.15,5.81,4.69,10,4.8,5.1,2.75,5.75,5.1,4.4,7.25,3.95,3.5,7.4,6.82,3.55,8.15,4.86,6.55,4.36,9.3,7.1,8.9,7.45,3.15,3.57,3.92,5.63,4.71,4.65,5.53,3.63,1.67,3.14,5.79,6.87,8.1,4.9,2.61,4.94,0,9.97,6.57,6.52,8.11,5.95,2.51,5.66,1.71,6.27,4.97,6.54,1.86,4.29
September,,,,2.3,0.6,2.3,6.2,3.3,5.5,4.11,5.4,4.54,3.65,4.3,5.1,3.2,3.1,2.25,9.25,2.32,1.55,2.8,3.25,3.25,3.77,2.51,1.75,5.4,7.83,6.92,4.6,2.6,3.45,9.3,7.12,4.22,4.75,8.2,7.3,1.75,5.9,2.6,4.95,1.28,7.06,9.27,5.57,4.81,7.12,2.46,3.94,1.97,7.61,4.46,5.76,7.7,8.52,7.07,8.36,3.46,10.92,4.15,3.78,8.34,8.43,5.38,7.29,3.72,4.84,1.52,2.93
October,,,,5,5.6,3.4,3.2,2.57,4.8,4,7.35,6.4,4.5,11,3.2,3.7,7.65,7.75,2.1,10.15,4.41,5.45,7.95,4.5,2.4,5.62,9.9,8.9,8.2,1.25,1.91,7.75,3.52,8.05,3.85,4.45,7.1,8.75,9.35,6.7,7.65,6.9,7.3,4.19,8.95,13.28,7.49,4.5,10.91,3.37,6.8,6.33,7.4,12.41,5.92,8.94,0.7,3.25,8.62,7.16,4,1.8,3.94,3.17,12.56,4.65,5.87,6.84,5.04,5.8,4.26
