ASHMORE-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST913177,Long,-2.12525,Lat,50.9588,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1627/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.01,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.08,1.68,5.08,6.78,1.02,3.94,1.6,1.17,4.18,6.09,,,,,,,,,,,,,,,,,,,,,,,4.04,7.59,2.44,1.87,3.3,2.82,6.47,1.45,0.77,3.08,2.42,0.82,1.83,3.65,,,,,
February,,,,,2.69,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,4.63,1.79,3.23,1.3,5.44,6.46,5.96,1.36,1.8,2.77,,,,,,,,,,,,,,,,,,,,,,,0.93,2.06,0.9,2.41,3.34,2.04,1.63,1.61,5.97,6.47,0.92,1.78,3.71,2.2,,,,,
March,,,,,0.61,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,1.19,2.72,5.48,3.92,5.13,1.09,3.07,3.34,1.69,2.12,,,,,,,,,,,,,,,,,,,,,,,3.24,0.71,0.44,0.82,1.25,7.35,1.15,1.78,1.46,4.22,3.73,0.63,4.03,1.81,,,,,
April,,,,,2.36,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,2.42,2.85,0.24,3.53,1.34,1.74,1.65,1.67,1.96,2.01,,,,,,,,,,,,,,,,,,,,,,,1.94,1.01,2.16,0.9,3.65,2.62,1.7,1.85,3.6,2.81,1.51,3.46,0.22,0.84,,,,,
May,,,,,0.66,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,2.01,1.35,1.2,3.84,1.96,3.09,2.28,2.46,1.78,-999,,,,,,,,,,,,,,,,,,,,,,,4.55,3.33,0.8,3.49,4.71,2.65,4.24,1.8,2.06,3.62,3.42,1.75,2.34,3.65,,,,,
June,,,,,2.33,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,5.09,3.31,5.37,0.78,1.52,1.02,1.85,2.35,1.41,-999,,,,,,,,,,,,,,,,,,,,,,,0.4,1.52,1.79,3.3,3.85,1.83,2.77,0.79,1.43,0.48,1.89,2.83,3.28,2.46,,,,,
July,,,,,1.4,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.04,0.12,3.75,0.77,5.11,-999,1.97,2.84,4.97,2.21,,,,,,,,,,,,,,,,,,,,,,,1.41,2.4,3.92,1.21,1.48,1.17,1.09,0.62,5.64,1.69,0.88,4.54,3.49,2.05,,,,,
August,,,,,2.6,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,4.38,3.29,1.08,10.8,1.75,3.5,-999,4.94,5.46,3.03,5.1,,,,,,,,,,,,,,,,,,,,,,,4.67,2.66,2.49,2.24,6.25,0.8,5.19,1.49,4.32,5.01,4.66,3.03,3.33,0.26,,,,,
September,,,,,5.49,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,4.27,0.33,1.64,2.7,3.82,2.15,1.96,2.69,1.94,6.41,1.75,,,,,,,,,,,,,,,,,,,,,,,2.42,2.13,1.62,4.05,6.31,1.25,2.44,3.13,4.11,3.95,3.85,3.75,3.02,0.98,,,,,
October,,,,,5.58,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,8.95,6.9,3.05,5.28,4.86,3.63,6.62,6.19,3.68,2.14,1.45,,,,,,,,,,,,,,,,,,,,,,,4.36,4.38,5.31,3.94,1.5,1,2.52,6.76,1.97,0.91,5.02,3.71,3.33,3.25,,,,,
