DURHAM (NEVILLE COURT),,,,,,,,,,,,
Grid ref,NZ262419,Long,-1.594270,Lat,54.771343,,,,,,,
Station no,3539/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.11,1.50,0.50,2.30,1.96,,,,,,,
February,2.46,0.40,1.80,1.87,2.35,,,,,,,
March,3.29,1.23,0.06,1.39,1.58,,,,,,,
April,0.91,1.79,2.14,0.40,0.55,,,,,,,
May,3.84,1.22,1.70,4.63,1.66,,,,,,,
June,0.94,1.19,2.02,1.64,,,,,,,,
July,1.79,0.60,2.22,1.81,,,,,,,,
August,4.21,2.23,5.05,4.84,,,,,,,,
September,1.08,3.99,1.23,1.95,,,,,,,,
October,1.60,2.94,1.66,4.32,,,,,,,,
November,5.67,3.16,1.03,3.89,,,,,,,,
December,2.19,2.32,0.76,2.22,,,,,,,,
Total,29.09,22.57,20.17,31.26,,,,,,,,
Calc annual,29.09,22.57,20.17,31.26,8.10,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
