SUDBURY-EDWARDSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL943422,Long,0.831847,Lat,52.044133,Elevation,185,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1336/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.64,5.55,1.6,2.08,2.21,3.92,1.55,1.86,1.7,1.95,3.88,1.07,1.28,1.7,2.25,0.69,1.2,2.22,3.47,1.16,2.29,1.81,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,0.76,1.03,1.64,2.37,1.35,0.81,1.39,1.5,1.84,1.66,1.35,1.29,3.19,4.04,0.6,0.95,1.91,1.97,0.76,2.24,2.96,0.15,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.46,2.03,2.92,3.47,2.39,0.74,0.42,1.19,1.28,4.3,1.01,0.75,0.63,3.19,3.22,0.41,2.09,1.15,0.71,1.61,0.71,1.6,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,0.49,2.91,1.58,1.16,0.98,1.06,1.6,0.97,0.95,1.64,1.36,1.56,1.4,2.72,1,1.75,0.37,0.2,0.73,0.14,1.16,1.76,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.7,1.01,1.92,1.62,1.92,0.93,0.97,3.25,1.38,0.5,1.61,2.05,1.41,2.29,0.88,1.57,1.78,2.87,0.72,0.98,2.08,0.24,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.11,1.95,0.41,0.88,0.33,1.82,1.9,2.38,3,2.9,2.07,0.51,1,1.33,0.79,3.81,2.68,3.38,2,1.72,5.01,1.47,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.51,2.37,2.85,2.5,2.61,0.92,2.17,1.63,2.86,2.5,1.39,1.31,2.78,3.77,0.68,2.6,2.97,0.16,3.04,2.9,2.23,1.15,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.41,2.29,0.09,3.72,1.54,0.98,1.91,1.74,4.26,0.03,4.56,2.26,2.5,2.93,2.23,1.65,3.81,2.89,5.02,2.7,3.93,0.87,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.17,0.28,0.55,0.39,2.91,2.06,3.42,4.09,2.4,1.26,1.46,0.88,3.12,2.75,2.2,1.86,1.16,1.71,1.7,2.71,3.34,0.04,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.74,6.41,1.82,2.02,4.83,1.34,3.6,1.58,1.84,0.14,1.68,4.13,0.45,0.63,2.1,2.29,1.74,3.5,2.13,1.91,2.04,1.87,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
