CRAIGENDUNTON RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS522455,Long,-4.352187,Lat,55.680411,Elevation,805,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,6.98,10.63,1.92,6.49,5.01,9.33,4.59,6.71,3.44,4.83,5.68,9.26,5.19,2.58,1.97,8.03,5.42,8.41,4.25,5.62,4.85,9.22,6.83,4.17,5.6,5.98,3.9,5.77,3.49,3.74,6.1,5.58,2.44,5.2
February,,,,,,,,3.55,4.81,2.45,0.49,5.05,0.13,5.24,1.16,6.45,2.6,5.77,3.1,7.28,1.98,3.68,1.54,6.5,3.24,9.12,4.28,0.84,4.95,5.82,5.48,4.56,2.72,1.98,3.9,2.89,2.39,3.67,4.24,3.18,4.48
March,,,,,,,,3.8,2.99,1.55,3.19,1.41,2.96,3.7,2.91,2.94,3.71,1.08,6.2,4.46,6.8,3.34,2.75,3.14,0.84,4,3.89,3.5,3.6,3.39,5.11,4.81,3.22,1.1,3.73,1.64,3.53,5.75,1.6,2.81,2.25
April,,,,,,,,4.04,1.65,1.71,2,2.38,3.86,3.21,4.53,3.4,1.24,2.73,1.39,3.06,2.41,2.34,2.16,3.91,4.25,2,2.63,6.77,5.39,6.51,5.27,4.02,3.42,3.01,2.68,3.87,1.57,3.56,2.3,2.4,4.21
May,,,,,,,,2.86,1.89,3.62,1.92,4.13,3.67,2.95,3.81,0.89,1.97,1.76,5.68,1.14,0.73,3.57,3.19,4.13,4.34,5.09,0.6,4.04,1.8,2.75,2.51,1.82,2.4,3.34,3.57,3.92,3.62,3.25,2.22,1.39,2.13
June,,,,,,,,5.35,4.89,3.76,3.69,6.64,2.01,2.49,3.26,5.86,2.31,4.49,6.89,2.95,1.62,1.82,1.89,4.22,5.26,5.43,4.11,4.53,6.92,2.69,3.73,2.84,3.55,1.98,6.28,3.58,3.63,3.5,3.11,2.4,2.7
July,,,,,,,,4.63,4.72,4.7,3.44,5.19,5.91,4.95,4.13,3.82,7.31,5.3,7.56,3.99,4.21,4.3,5.33,3.63,3.66,3.65,5.11,3.44,6.71,2.72,6.49,5.2,4.55,6.63,5.64,1.4,5.93,5.01,4.97,8.36,4.17
August,,,,,,,,5.91,4.03,7.42,6.38,1.74,2.13,5.45,4.84,3.43,4.92,3.97,5.09,2.13,4.51,7.06,7.11,7.85,5.71,2.29,4.14,0.1,7.72,6.34,7.13,6.58,4.76,4.73,6.53,2.07,5.83,4.76,6.14,1.53,4.32
September,,,,,,,,8.03,5.75,2.37,4.09,1.94,7.86,1.4,5.32,7.35,5.19,4.04,6.49,3.9,5.02,2.31,7.09,4.42,8.19,5.61,8.62,6.65,10.06,2.44,13.97,4.62,3.58,6.27,7.96,5.79,4.86,4.59,4.1,1.71,4.56
October,,,,,,,,6.23,8.78,6.5,7.66,4.67,9.18,3.67,9.1,11.42,7.97,3.83,12.25,2.58,4.53,5.47,9.13,8.78,6.86,8.29,0.54,2.94,6.54,7.45,4.76,2.1,4.39,3.89,11.83,3.99,4.82,6.21,4.54,7.2,3.58
November,,,,,,,,7.03,6.93,8.6,7.39,7.81,4.76,1.81,2.73,5.15,4.43,1.29,8.83,11.9,6.03,1.74,1.27,3.83,8.78,1.04,6.85,9.55,5.05,5.63,5.95,7.25,3.32,10.56,7.17,2.39,2.23,2.8,1.85,7.94,5.74
December,,,,,,,,1.47,4.75,9.99,4.4,7.2,9.23,2.01,5.22,3.95,7.7,3.72,3.05,3.91,7.37,3.61,7.83,4.21,6.55,3.01,4.98,3.74,5.39,10.81,1.72,9.11,5.46,6.5,9.19,9.53,6.82,6.24,5.79,8.34,7.84
Total,,,,,,,,59.88,61.82,54.59,51.14,53.17,61.03,41.47,53.72,58.1,54.18,43.66,75.79,52.49,47.79,41.21,57.32,60.04,66.09,53.78,51.37,50.95,73.35,63.38,66.29,58.51,47.35,53.89,74.25,44.56,48.97,55.44,46.44,49.7,51.18
