HENLEY-ON-THAMES-SWYNCOMBE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU689901,Long,-1.006501,Lat,51.605531,Elevation,515,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.39,4.1,1.92,2.09,2.37,2.52,0.87,4.67,5.19,3.24,6.32,3.04,3.19,3.41,5.06,1.66,2.25,1.89,2.24,6.1,1.38,0.59,2.82,1.68,1.05,1.22,3.17,4.18,1.8,3.28,4.07,3.57
February,,,,,,,,,,1.13,0.7,2,0.27,4.15,0.3,2.75,2.84,4.43,0.65,1.36,2.37,2.75,0.69,1.36,1.19,2.23,2.22,1.65,0.84,1.36,5.01,5.61,0.81,2.21,2.32,1.8,0.61,3.24,4.03,0.16,2.87
March,,,,,,,,,,0.15,1.12,0.16,1.65,3.25,2.65,0.4,2.03,4.55,0.39,1.85,2.46,2.9,1.87,0.6,0.27,0.88,1.19,5.27,0.81,1.75,1.21,4.4,2.74,0.51,2.63,1.37,0.77,1.62,1.66,3.34,1.61
April,,,,,,,,,,1.23,1.93,3.93,2.66,1.14,1.99,4.49,2.19,3.53,0.13,3.39,2.55,1.67,1.75,1.2,1.36,1.47,1.84,2.5,2.1,1.55,1.97,2.88,1.69,2.65,0.35,0.65,1.73,0.28,1.2,2.74,0.84
May,,,,,,,,,,1.32,2.47,3.07,4.62,1.73,0.83,1.71,0.62,4.1,2.82,1.9,1.22,1.46,3.6,2.31,0.68,1.9,4.56,1.86,4.21,2.33,2.52,2.96,2.64,2.47,3.36,4.11,0.29,1.78,2.41,0.38,1.69
June,,,,,,,,,,1.21,0.43,1.3,1.04,1.53,1.06,5.11,3.4,2.41,0.84,1.65,1.28,2.07,0.32,1.79,1.96,2.67,2.68,1.29,2.3,0.4,2.86,1.73,1.28,3.05,4.45,2.41,3.07,1.84,4.23,1.11,2.03
July,,,,,,,,,,1.55,3.3,6.24,2.62,1.55,1.02,0.43,3.88,1.22,2.1,5.65,2.85,5.47,2.45,2.18,2.48,3.53,1.73,2.12,1.34,1.32,4.45,1.36,0.59,3.1,3.02,0.21,2.33,4.37,2.64,2.76,4.08
August,,,,,,,,,,1.25,3.3,5.66,1.95,1.32,1.98,2.34,1.28,0.67,3.53,2.58,0.28,3.61,2.3,1.81,1.93,1.3,3.97,0.4,3.17,1.17,3.08,4.22,3.75,1.99,4.55,0.3,4.44,2.51,4.27,1.81,2.93
September,,,,,,,,,,0.88,3.15,1.91,3.77,2.8,2.02,4.45,2.97,3.05,1.5,0.96,1.05,0.22,1.53,1.56,2.47,2.42,4.31,1.16,2.98,1.93,4.11,3.38,2.39,2.21,2.03,1.5,2.11,3.32,4.14,0.08,4.03
October,,,,,,,,,,3.63,1.02,0.75,5.01,2.1,1.56,3.82,1.74,3.9,2.97,5.9,3.37,1.22,3.66,4.05,3.94,3.98,1.03,0.47,2.88,7.64,0.59,1.07,3.73,2.64,2.34,2.5,1.55,2.38,3.56,2.52,6.51
November,,,,,,,,,,8.08,4.72,3.5,1.59,1.38,2.04,4.66,3.61,1.42,3.1,4.88,7.76,3.1,1.56,1.83,4.1,0.26,6.05,1.57,1.81,3.39,5.06,6.89,3.73,2.36,5.39,2.32,0.8,2.47,3.27,2.74,3.84
December,,,,,,,,,,6.43,3.37,1.14,0.69,0.39,7.16,3.92,2.81,3.27,4.15,1.61,1.58,1.63,3.89,1.45,1.93,3.78,2.59,2.88,4.04,1.61,1.52,2.34,2.69,0.77,2.81,3.43,4.29,3.01,3.59,5.25,4.14
Total,,,,,,,,,,28.25,29.61,31.58,27.96,23.71,25.13,34.95,32.04,37.74,25.42,38.05,29.81,29.29,27.03,25.2,23.97,26.67,34.06,23.41,32.58,25.83,32.97,39.66,27.72,25.01,34.47,23.77,26.17,28.62,38.28,26.96,38.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
