BRECON-CANTREFF-RECTORY-OLD-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO055254,Long,-3.3754591,Lat,51.919077,Elevation,630,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,10.79,2.93,2.51,0.96,1.42,5.72,9.93,7.33,6.81,6.62,3.7,2.03,2.48,10.59,5.62,2.15,3.79,7.33,4.94,1.22,2.7,0.99,9.36,5.69,3.81,2.21,8.28,9.47,1.98,8.09,,,
February,,,,,,,,6.78,3,4.52,8.9,6.38,5.33,9.53,8.08,8.87,1.79,2.2,1.04,3.84,1.7,0.12,3.29,8.12,3.6,0.29,1.15,5.62,3.64,7.61,8.02,2.51,1.99,4.95,6.67,1.99,4.08,,,
March,,,,,,,,3.23,1.45,2.25,3.04,4.7,3.15,2.46,5.31,2.18,7.78,2.4,5.94,3.97,3.06,2.98,1.46,0.65,5.81,4.63,5.5,5.69,1.33,2.32,1.45,6.92,2.24,11.66,2.86,8.04,2.76,,,
April,,,,,,,,3.59,2.51,2.56,2.23,1.52,6.49,1.39,2.54,4.39,4.17,2.12,2.49,4.58,1.58,3.42,1.37,0.14,3.09,2.57,0.57,3.86,3.35,4.59,2.15,4.95,2.55,2.2,2.65,5.81,0.94,,,
May,,,,,,,,4.1,7.92,3.34,2.88,2.43,4.19,2.88,2.25,3.97,8.06,2.34,2.42,4.59,3.31,3.94,1.93,4.25,3.02,0.83,0.35,2.24,4.7,3.29,4.13,1.33,2.85,4.64,2.44,0.18,3.15,,,
June,,,,,,,,4.16,4.05,7.01,6.45,3.96,4.73,4.82,2.83,2.52,1.47,0.72,4.36,0.4,2.25,3.34,3.1,1.78,2.02,1.51,3.6,3.06,2.45,1.36,2.26,2.24,4.06,2.06,1.77,4.16,2.4,,,
July,,,,,,,,4.44,3.1,5.76,5.45,1.59,7.28,4.87,3.11,1.04,3.72,1.9,5.81,3.54,1.91,2.65,2.36,3.41,4.8,4.62,1.57,2.32,0.93,1.67,2.28,2.19,1.57,3,3.25,0.59,0.74,,,
August,,,,,,,,3.24,6.7,7.78,0.35,5.98,4.62,1.42,1.79,2.29,2.4,2.73,2.91,4.78,4.97,7.92,4.62,2.9,3.7,4.11,2.49,5.37,3.98,1.12,5.49,3.13,1.82,5.34,3.94,5.91,3.25,,,
September,,,,,,,,5.27,3.7,4.99,2.53,2.89,4.01,6.12,4.24,6.93,4.85,3.88,0.94,1.88,2.33,2.79,3.16,2.63,2.53,0.97,7.12,3.98,1.19,3.25,1.8,2.97,2.81,5.25,1.98,2.84,1.04,,,
October,,,,,,,,5.76,5.87,1.78,7.02,3.33,5.46,5.21,1.7,6.47,7.44,1.96,3.61,4.78,2.25,13.93,4.04,4.2,7.24,4.65,5.81,2.98,7.12,4.45,6.72,3.1,3.46,12.42,1.4,3.29,5.9,,,
November,,,,,,,,8.22,,0.69,6.61,8.29,7.99,6.23,2.56,5.46,5.43,5.45,9.48,2.4,6.23,4.55,4.41,2.34,8.66,10.01,1.71,4.57,3.97,5.59,4.23,2.43,4.98,2.49,2.76,4.69,4.75,,,
December,,,,,,,,3.72,,3.19,6.62,6.81,5.76,1.9,8.49,1.98,8.11,5.41,7.98,2.81,0.98,10.1,2.11,8.36,4.18,5.25,9.04,11.8,7.82,4,9.37,7.76,4.37,5.2,5.51,1.21,3.06,,,
Total,,,,,,,,63.3,,46.38,53.04,49.3,64.73,56.76,50.23,52.91,61.84,34.81,49.01,40.05,41.16,61.36,34,42.57,55.98,44.38,40.13,54.19,41.47,48.61,53.59,43.34,34.91,67.49,44.7,40.69,40.16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Cantreff Rectory Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
