"CROPSTON, BRADGATE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2507,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.90,3.16,3.73,1.64,2.58,2.39,3.06,2.72,5.95,1.78,3.69,
February,1.68,0.44,2.70,3.87,0.92,3.14,3.02,2.40,2.96,0.73,0.80,
March,2.52,1.33,2.05,1.51,1.08,1.39,1.16,2.85,1.87,0.23,2.51,
April,5.24,1.23,3.58,2.19,2.77,1.84,1.82,2.12,0.90,1.37,3.37,
May,2.64,1.78,1.19,2.20,5.02,4.19,3.70,1.25,1.45,2.31,4.46,
June,1.54,0.72,1.09,0.72,2.57,0.05,2.88,5.20,4.33,1.91,1.42,
July,4.16,0.31,5.12,5.07,3.02,2.14,3.00,2.39,1.59,2.15,4.92,
August,0.90,5.40,6.38,2.25,2.90,2.15,2.36,3.87,2.60,2.02,2.72,
September,1.63,1.16,2.36,3.20,3.32,2.81,1.26,4.89,1.01,0.89,4.68,
October,1.69,2.65,0.70,2.98,4.64,3.45,2.61,2.60,5.07,3.69,2.94,
November,1.10,1.72,1.18,2.54,2.47,1.86,4.12,3.91,3.85,5.94,3.60,
December,2.74,2.30,4.48,3.54,2.98,2.43,1.03,3.22,2.06,5.33,2.60,
Total,28.74,22.20,34.56,31.71,34.27,27.84,30.02,37.42,33.64,28.35,37.71,
Calc annual,28.74,22.20,34.56,31.71,34.27,27.84,30.02,37.42,33.64,28.35,37.71,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,
