"CROPSTON RESERVOIR",,,,,,,,,,,,
Grid ref,SK549114,Long,-1.189065,Lat,52.697504,,,,,,,
Station no,2507,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.86,2.47,0.96,1.18,2.02,4.28,1.65,2.86,3.25,6.17,,
February,2.98,0.73,1.46,2.79,2.02,0.63,3.03,3.00,0.07,1.52,,
March,3.36,2.75,1.53,2.25,2.99,1.43,2.54,1.93,1.95,1.60,,
April,2.18,1.93,2.63,0.49,1.09,1.30,0.30,0.78,3.04,1.24,,
May,3.52,2.75,1.68,3.53,4.43,0.76,1.51,1.93,0.48,1.16,,
June,1.25,3.50,3.53,2.78,3.42,3.18,1.35,3.87,1.03,2.03,,
July,1.25,0.25,2.33,2.42,2.38,3.07,3.30,4.47,1.39,3.30,,
August,5.18,3.25,2.57,4.86,0.29,5.07,2.85,2.49,1.24,3.05,,
September,1.29,1.74,1.41,2.49,1.54,2.03,6.03,3.12,0.08,4.93,,
October,0.96,2.77,2.33,3.86,2.10,1.49,1.35,2.57,2.23,4.57,,
November,4.82,2.03,1.53,5.20,1.64,0.85,2.07,1.75,2.72,3.48,,
December,2.00,3.04,0.85,2.97,1.76,2.80,2.01,2.99,3.86,3.69,,
Total,31.65,27.21,22.81,34.82,25.68,26.89,27.99,31.76,21.34,36.74,,
Calc annual,31.65,27.21,22.81,34.82,25.68,26.89,27.99,31.76,21.34,36.74,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
