"THURCASTON, CROPSTON, BRADGATE RESERVOIR",,,,,,,,,,,,
Grid ref,SK549114,Long,-1.189065,Lat,52.697504,,,,,,,
Station no,2507,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.98,1.53,1.30,2.11,3.30,1.07,3.52,1.15,1.37,1.18,,
February,4.13,1.24,1.59,1.06,3.28,0.72,2.87,1.14,1.50,0.63,,
March,0.71,2.18,1.75,3.41,1.86,3.53,1.60,1.58,2.71,2.82,,
April,1.12,1.74,2.23,2.17,1.41,1.89,1.02,1.86,3.08,1.44,,
May,1.76,1.14,2.63,2.85,2.08,0.40,2.22,3.20,2.24,1.29,,
June,2.51,2.50,2.49,1.89,0.55,3.23,2.77,2.54,1.70,3.34,,
July,2.73,3.96,1.41,1.95,3.73,0.98,0.72,3.21,3.33,3.21,,
August,4.05,1.92,3.57,4.39,3.40,3.50,1.20,2.56,3.26,2.61,,
September,0.50,1.22,1.29,2.61,2.07,2.05,1.31,0.76,1.87,2.65,,
October,2.40,1.59,2.34,6.67,0.72,1.66,4.64,4.62,1.21,3.01,,
November,2.66,1.26,1.64,1.98,1.49,2.63,2.94,2.12,1.20,0.65,,
December,4.32,4.40,1.52,1.50,1.96,0.87,2.60,3.39,1.78,4.41,,
Total,30.87,24.68,23.76,32.59,25.85,22.53,27.41,28.13,25.25,27.24,,
Calc annual,30.87,24.68,23.76,32.59,25.85,22.53,27.41,28.13,25.25,27.24,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
