"ORMSKIRK (SPRINGFIELD P. STN.)",,,,,,,,,,,,
Grid ref,SD388046,Long,-2.924828,Lat,53.534470,,,,,,,
Station no,2808,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.11,3.78,1.57,3.14,2.62,4.15,1.99,2.96,2.74,5.50,,
February,2.78,1.33,1.14,3.43,2.34,0.30,2.30,4.62,0.31,2.26,,
March,4.74,1.90,1.22,2.36,1.86,1.07,2.28,1.63,1.52,1.94,,
April,1.56,2.69,3.46,1.20,1.87,2.37,0.59,0.96,2.62,1.52,,
May,3.29,2.17,1.97,2.57,3.09,1.29,2.01,3.95,2.04,2.29,,
June,1.04,2.73,1.95,3.16,3.78,1.65,2.18,4.04,3.15,1.22,,
July,1.65,1.55,3.42,5.07,0.93,4.49,4.58,4.01,4.43,4.22,,
August,4.59,2.83,4.09,4.23,1.40,9.69,4.03,3.98,0.48,5.47,,
September,2.87,4.22,4.03,4.32,2.92,2.50,5.82,4.03,0.41,3.48,,
October,1.32,4.13,1.52,7.60,2.30,2.35,4.26,3.31,3.46,3.61,,
November,8.10,2.62,4.84,6.47,1.52,2.10,1.52,1.79,5.54,6.45,,
December,6.09,3.36,1.58,3.44,3.79,2.54,2.92,3.77,5.85,3.67,,
Total,41.14,33.31,30.79,46.99,28.42,34.50,34.48,39.05,32.55,41.63,,
Calc annual,41.14,33.31,30.79,46.99,28.42,34.50,34.48,39.05,32.55,41.63,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
