ORMSKIRK SPRINGFIELD PUMPING STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD388046,Long,-2.924828,Lat,53.53447,Elevation,69,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.47,1.88,3.92,1.67,1.68,2.29,3.5,4.07,3.66,3.76,2.46,2.56,1.64,3.23,3.98,6.1,1.94,5.2,3.43,3.25,2.13,2.4,1.78,4.11,2.06,3.36,5.15,2.5,2.15,4.2,3.97,4.53,2.24,4.32,2.88,6.98,2.6,1.68,3.11,3.78,1.57,3.14,2.62,4.15,1.99,2.96,2.74,5.5
February,,,,0.93,1.87,2.96,2.94,1.18,3.03,1.13,2.8,0.2,3.36,4.13,0.77,4.95,2.86,1.26,3.02,0.78,0.36,2.73,0.05,3.33,0.17,3.29,1.98,4.51,1.08,2.95,2.08,3.75,1.42,2.27,1.66,3.44,5.02,0.59,1.72,1.51,3.92,2.78,1.33,1.14,3.43,2.34,0.3,2.3,4.62,0.31,2.26
March,,,,3.38,3.42,1.15,1.72,2.44,1.28,5.67,4.51,2.22,1.23,1.74,1.17,1.08,0.87,4.06,2.06,1.12,2.95,0.31,2.21,2.05,1.64,1.02,1.73,1.56,1.15,1.81,2.33,2.77,2.32,0.54,0.93,1.02,0.8,3.27,1.19,2.37,1.33,4.74,1.9,1.22,2.36,1.86,1.07,2.28,1.63,1.52,1.94
April,,,,3.47,0.71,2.05,2.41,1.57,0.91,1.6,4.57,1.22,1.9,2.94,1.8,1.82,0.94,1.25,1.29,0.86,2.73,2.66,2.97,1.42,1.84,2.28,1.07,3.2,0.18,1.67,1.84,1.64,1.6,1.86,2.33,1.94,0.94,3.04,1.46,2.71,2.75,1.56,2.69,3.46,1.2,1.87,2.37,0.59,0.96,2.62,1.52
May,,,,2.61,1.94,1.21,2.27,2.83,2.09,0.96,3.85,2.14,1.35,2.76,5.63,4.32,2.64,1.65,2.05,2.13,1.31,2.48,4.68,1.55,2.59,1.76,1.19,2.09,3.43,1.51,2.6,1.8,2.95,2.74,1.98,3.8,2.18,3.91,1.91,3.06,1,3.29,2.17,1.97,2.57,3.09,1.29,2.01,3.95,2.04,2.29
June,,,,2.22,1.71,1.36,2.31,1.96,1.8,1.65,3.66,0.23,2.31,0.87,3.97,0.05,1.91,3.86,4.86,1.84,1.65,5.46,0.47,1.72,1.96,3.56,3.43,1.64,3.74,3.24,0.57,0.71,0.45,2.59,2.74,2.79,3.18,2.29,4.67,0.83,2.23,1.04,2.73,1.95,3.16,3.78,1.65,2.18,4.04,3.15,1.22
July,,,,1.77,5.16,3.6,1.79,1.54,4.64,1.84,5.89,1.56,4.53,2.98,4.55,3.47,3.61,4.15,1.64,3.22,5.48,2.66,5.37,1.45,0.7,1.73,3.26,1.87,2.94,5.85,5.33,1.41,3.48,4.2,2.91,2.38,5.07,2.8,3.18,1.88,3.03,1.65,1.55,3.42,5.07,0.93,4.49,4.58,4.01,4.43,4.22
August,,,,1.74,2.01,4,5.61,6.4,2.39,3.7,2.44,5.12,4.23,3.86,6.79,3.46,4.06,5.18,4.6,3.76,5.12,6.8,1.68,2.09,3.06,2.27,1.97,2.31,4.11,2.16,1.54,3.61,4.58,3.92,3.96,2.08,5.6,0.24,4.84,2.43,7.53,4.59,2.83,4.09,4.23,1.4,9.69,4.03,3.98,0.48,5.47
September,,,,1.75,3.81,0.87,2.72,1.96,8.02,1.89,3.12,1.44,3.12,3.13,4.36,4.24,5.04,5.35,1.11,2.11,2.39,3.52,4.18,0.81,3.19,6.79,3.72,1.73,2.42,1.24,3.71,1.06,3.2,3.61,5.82,2.1,6.05,2.99,2.55,1.19,5.87,2.87,4.22,4.03,4.32,2.92,2.5,5.82,4.03,0.41,3.48
October,,,,2.43,2.44,1.64,6.34,7.05,2.57,2.85,1.26,2.81,0.33,4.13,5.26,4.05,4.24,3.19,4.02,5.7,5.06,2.3,7.51,3.62,4.43,5.69,2.33,2.07,7.57,2.25,4.51,3.79,4.36,4.76,4.07,4.65,0.71,0.82,2.76,4.42,3.3,1.32,4.13,1.52,7.6,2.3,2.35,4.26,3.31,3.46,3.61
