GREAT-CHALFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST858633,Long,-2.205369,Lat,51.368581,Elevation,165,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.65,3.84,3.2,3.54,3.68,3.96,1.35,4.12,2.05,2.76,2.18,2.56,1.02,3.9,4.36,3.02,5.27,2.81,3.69,3.69,5.6,1.74,1.81,2.18,1.9,5.87,0.97,0.54,2.91,2.77,0.69,1.89,1.84,4.72,2.59,3.1,4.41,3.59
February,,,,5.69,0.16,4.65,2.1,4.33,2.66,1.02,0.61,2.41,0.08,3.47,0.09,2.31,2.49,6.09,0.77,1.3,2.92,2.86,0.43,1.22,0.82,2.59,3.11,1.61,1.38,1.53,5.25,4.51,0.54,1.56,3.88,1.83,0.24,3.79,3.88,0.36,2.33
March,,,,1.55,1.58,0.49,1.1,3.01,2.35,0.13,2.02,0.54,2.23,2.63,2.7,1.01,2.74,3.16,0.15,1.43,2.43,3.45,2.25,0.98,0.47,0.98,0.87,5.81,1.22,1.35,1.17,3.36,2.72,0.53,2.73,1.39,0.7,2.69,1.29,3.75,1.93
April,,,,1.91,3.34,2.32,3.09,2.09,1.12,0.68,1.75,2.64,2.44,1,2.09,5.47,1.76,2.61,0.12,3.47,2.63,1.28,1.68,0.72,1.69,1.02,2.33,2.14,1.32,1.54,2.4,3.26,1.5,2.25,0.37,1.15,1.52,0.36,1.17,3.03,1.58
May,,,,1.58,5.25,3.03,2.07,0.95,1.7,1.42,2.29,2.69,4.94,1.92,1.06,1.44,0.44,2.97,1.49,1.04,1.59,1.65,5,2.78,0.92,2.67,4.29,2.48,4.07,2.5,2.25,2.17,4.27,2.58,2.43,4.43,0.63,1.55,2.87,1.34,1.29
June,,,,0.59,2.41,0.03,2.77,3.47,2.34,1.26,0.74,3.07,1.24,1.21,1.67,8.81,3.18,0.9,0.66,2.25,0.61,1.75,0.27,1.64,1.92,4.32,3.36,1.82,2.51,0.49,1.94,1.42,2.93,1.67,4.18,2.63,2.47,1.51,4.18,0.61,3.63
July,,,,1.42,4.08,3.63,1.93,3.82,2.54,1.83,2.38,3.79,4.79,3.21,2.37,0.96,5.21,2.3,2.87,4.17,2.92,1.55,1.89,2.3,1.95,0.79,0.96,2.23,0.82,1.65,5.01,1.34,1.38,2.9,2.75,0.33,2.7,4.8,3.39,3.31,3.35
August,,,,3.07,2.49,2.3,1.33,4.42,2.03,2.14,2.87,3.89,0.74,0.96,3.09,2.09,0.54,1.27,3.01,2.22,0.05,4.68,4.67,3.88,2.63,2.91,4.6,0.97,3.1,1.55,3.18,4.37,5.14,3.1,3.15,0.59,5.91,4.27,3.68,2.32,4.5
September,,,,3.11,3.54,3.41,1.16,6.08,1.84,0.4,3.4,1.98,4.54,2.66,3.09,5.49,3,2.79,2.26,0.72,1.56,0.67,2.23,2.32,2.26,2.17,3.56,1.69,2.63,1.3,3.82,2.44,3.04,4.1,3.3,1.92,3.99,4.01,4.55,0.05,4.28
October,,,,5.43,5.28,3.19,3.95,2.27,4.92,4.73,3.48,1.12,5.52,2.26,2.12,4.33,1.25,3.75,4.38,3.54,3.81,2.35,3.83,3.77,4.27,3.86,1.24,0.41,4.65,6.33,0.96,0.74,4.32,2.49,2.95,1.49,2.64,2.86,2.35,2.44,7.09
November,,,,2.26,3.05,1.96,6.69,2.75,3.61,7.52,4.37,3.28,1.69,0.82,1.22,6.31,3.58,1.29,3.96,5.97,8.44,1.79,1.68,1.86,5.63,0.37,5.05,2.28,1.48,3.21,5.84,6.95,4.27,1.69,5.47,3.1,0.82,2.61,3.47,3.36,4.83
December,,,,3.45,4.79,3.52,0.46,2.57,3.25,6.66,3.57,1.22,1.31,1.02,7.04,3.33,2.66,1.9,3.17,2.11,1.68,1.79,4.37,1.73,2.38,3.67,2.66,2.35,4.69,1.62,2.18,2.23,3.32,0.87,2.44,3.84,4.13,2.19,3.64,6.56,5.35
Total,,,,31.71,39.81,31.73,30.19,39.44,32.32,29.14,31.6,28.68,32.28,23.34,29.1,42.57,30.75,33.39,25.86,33.49,31.45,27.51,31.99,28.8,26.68,27.16,34.21,25.69,33.74,24.04,34.54,35.7,36.2,24.43,35.54,24.54,30.47,33.23,37.57,31.54,43.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 May IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
