"BRIDGEWATER (DURLEIGH) RES.",,,,,,,,,,,,
Grid ref,ST275362,Long,-3.037256,Lat,51.120479,,,,,,,
Station no,2080/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,2.87,0.38,2.30,4.62,3.19,3.29,2.60,3.77,3.26,,
February,3.91,0.82,1.44,2.94,2.57,0.28,4.16,2.93,0.28,3.15,,
March,3.66,2.10,0.65,3.20,1.16,0.75,2.06,0.89,3.34,1.58,,
April,2.70,2.12,3.43,0.17,1.01,1.58,0.00,0.57,2.95,2.54,,
May,2.61,3.44,1.75,1.87,3.84,0.49,1.49,3.00,0.91,1.08,,
June,0.63,1.22,2.54,2.85,2.58,1.47,3.07,3.19,1.08,1.15,,
July,2.31,0.54,2.09,2.88,1.89,2.16,2.99,2.61,1.80,5.97,,
August,3.96,4.59,3.51,2.30,0.62,3.48,3.05,2.69,1.03,3.14,,
September,2.52,2.90,2.72,3.55,0.70,4.15,3.48,4.54,0.15,2.87,,
October,1.18,4.28,3.22,2.35,1.36,2.00,1.92,2.20,3.82,10.57,,
November,6.35,4.49,2.25,6.65,3.66,0.82,2.15,2.74,5.30,3.24,,
December,2.24,2.48,0.90,3.37,4.83,4.34,2.26,4.08,6.43,3.44,,
Total,35.21,31.85,24.88,34.43,28.84,24.71,29.92,32.04,30.86,41.99,,
Calc annual,35.21,31.85,24.88,34.43,28.84,24.71,29.92,32.04,30.86,41.99,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
