CUCKFIELD-HENMEAD-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ2901325816,Long,-0.162093,Lat,51.017257,Elevation,365,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,1.26,3.53,1.48,2.81,4.9,0.95,3.91,1.73,1.45,3.63,5.78,3.83,3.7,5.07,1.91,2.6,4.02,4.26,2.73,5.41,1.48,4.22,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.39,4.78,2.04,2.52,1.16,4.92,4.96,4.7,1.12,1.23,2.58,0.71,0.77,3.09,5.14,0.67,4.66,3.06,5.31,1.94,0.83,1.12,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.98,1.49,2.35,4.67,3.18,5.23,0.8,4.03,1.91,0.97,4.01,2.07,1.71,2.57,3.29,2.05,0.69,0.53,3.8,2.29,0.02,1.69,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.54,2.45,1.93,0.08,3.37,1.94,1.71,1.42,1.96,2.87,2.4,2.94,1.07,4.24,2.86,3.16,3.11,2.35,2.21,2.24,0.68,2.57,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.8,2.13,1.21,1.65,2.35,1.23,4.02,2.65,1.06,1.4,0.31,1.15,1.8,0.88,3.49,4.54,3.6,1.8,1.03,1.67,2.65,2.84,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,2.85,1.98,2.21,3.48,0.6,0.52,0.68,2.89,1.86,1.76,1.06,1.52,0,1.85,0.42,3.7,0.16,3.18,4.76,2.55,2.12,0.71,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.34,3.48,0.74,1.1,2.44,2.11,5.09,0.77,2.7,6.21,2.67,5.2,0.41,4.07,3.8,4.99,4.63,1.98,2.74,1.62,3.73,2.83,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,3.04,3.72,1.05,7.26,1.82,1.1,1.67,2.9,6.24,1.31,3.34,1.42,1.31,3.69,2.49,3.96,2.47,2.4,5.61,2.89,2.69,4.07,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,3.5,0.31,1.98,3.4,3.18,1.45,2.11,2.62,1.83,5.61,1.36,4.79,0.94,2.58,2.01,3.82,2.56,0.76,5.78,0.93,1,3.68,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,7.25,3.13,4.8,4.24,4.66,2.3,3.34,5.39,4.92,2.16,0.78,2.45,1.42,1.8,8.02,4.11,4.32,2.48,2.5,8.08,4.71,2.18,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,1.34,4.55,7.44,2.54,4.17,4.36,3,5.64,1.9,2.67,2.78,1.69,2.2,2.41,2.35,3.17,3.94,7.07,4.16,4.54,9.16,5.9,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
