ILMINSTER-WHITE-LACKINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST380155,Long,-2.8841,Lat,50.9329,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,5.13,0.82,5.41,1.12,0.63,1.5,3.02,1.1,5.25,6.43,0.68,2.65,1.06,0.65,4.71,7.46,6.15,2.79,5.94,2.11,3.24,3.74,5,4.75,5.44,1.07,6.91,2.89,,4.28,,,,,,,
February,,,,,5.69,0.69,2.69,1.46,1.81,0.47,4.36,1.39,3.1,1.21,4.69,7.13,6.28,1.17,1.62,3.27,0.91,0.16,3.18,10.08,0.56,5.05,2.26,4.11,2.3,1.18,1.02,1.59,,6.42,,,,,,,
March,,,,,1.71,5.1,1.16,0.69,3.86,4.02,0.73,2.32,5.94,3.65,5.57,0.52,3.8,2.68,1.55,5.21,3.35,1.59,3.6,1.78,1.47,0.45,0.6,4.33,2.9,0.21,2.37,1.13,,4.32,,,,,,,
April,,,,,1.37,2.47,0.87,4.79,1.64,2.63,2.53,1.91,0.2,3.86,1.33,1.33,0.59,1.56,2.36,2.67,4.28,0.66,3.66,2.88,2.84,2.76,2.84,1.45,1.7,1.11,3.34,2.42,,1.6,,,,,,,
May,,,,2.83,2.21,0.19,1.85,3.03,1.91,1.2,1.88,1.13,1.73,2.95,1.8,2.31,3.2,1.63,1.25,0.58,1.6,2.01,0.46,0.9,4.41,4.46,1.46,0.91,1.11,2.53,1.4,3.19,,2.22,,,,,,,
June,,,,3.27,0.97,3.58,2.47,1.95,0.3,3,3.26,2.11,5.22,0.71,2.64,1.53,1.63,3.91,1.02,0.81,1.57,0.69,0.48,0.52,3.2,0,3.52,2.44,2.27,2.1,0.34,2.81,,2.3,,,,,,,
July,,,,3.67,3.81,0.36,1.02,1.52,1.55,2.04,3.22,0.11,3.33,0.84,4.89,3.89,0.7,4.17,4.63,2.37,3.91,0.75,3.95,0.81,3.46,2.52,3.45,3.09,1.67,1.2,1.72,4.17,,3.27,,,,,,,
August,,,,4.65,4.89,3.4,1.31,1.12,3,1.86,4.31,1.22,6.12,1.31,2.46,2.4,5.38,5.3,2.95,3.46,1.37,1.58,4.88,2.19,3.16,3.39,1.26,3.27,1.53,1.96,4.41,3.01,,1.09,,,,,,,
September,,,,4.83,1.92,1.75,0.73,0.37,2.04,2.45,0.47,1,1.33,2.36,1.95,1.36,2.52,1.96,5.45,1.98,1.52,1.11,1.82,2.64,5.57,4.09,0.66,5.94,2.01,0.39,4.78,2.87,,2.32,,,,,,,
October,,,,7.07,1.53,1.68,5.3,8.01,3.64,5.25,6.47,3.31,4.91,4.7,3.66,6.22,5.6,3.57,2.46,2.19,2.61,0.97,1.98,4.98,6.18,3.96,4.5,2.37,7.4,5.65,3.04,0.51,,2.46,,,,,,,
November,,,,1.21,1.06,4.64,3.37,3.77,1.31,0.61,4.07,3.67,1.82,3.73,4.41,2.61,5.87,1.09,3.58,2.28,1.83,2.52,1.89,2.59,4.51,2.41,8.83,3.26,4.12,13.16,5.65,8.18,,,,,,,,,
December,,,,4.06,2.63,0.95,1.32,4.8,3.65,5.25,7.37,11.33,4.74,2.26,9.8,7.14,4.23,0.89,2.78,5.56,3.38,1.93,5.62,4.1,6.41,3.88,0.56,4.62,3.26,9.58,4.49,2.19,,,,,,,,,
Total,,,,,32.92,25.63,27.5,32.63,25.34,30.28,41.69,30.6,43.69,34.01,43.88,39.09,40.86,28.58,34.36,37.84,32.48,16.76,37.46,35.58,45.01,36.71,34.94,40.54,35.71,40.14,39.47,34.96,,,,,,,,,
