"EASTWOOD MOORGREEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2599,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.21,2.25,3.10,1.26,2.13,2.55,3.42,1.85,6.25,1.45,4.36,
February,2.17,0.27,2.84,3.93,0.85,3.22,2.55,1.79,2.65,0.79,0.69,
March,1.99,1.11,2.00,1.33,1.13,0.68,0.73,2.83,2.88,0.23,2.66,
April,4.35,0.92,3.10,2.42,1.94,2.19,1.63,2.08,0.79,1.35,2.67,
May,2.54,2.03,1.64,3.06,3.45,4.58,2.52,1.28,1.48,2.30,1.88,
June,2.48,0.50,0.93,0.63,2.43,0.07,2.71,5.30,2.78,1.30,1.68,
July,4.71,0.74,3.41,4.15,2.43,1.70,2.03,2.77,1.15,1.31,6.02,
August,1.05,3.78,5.94,3.44,3.20,3.66,2.52,3.50,3.06,2.61,2.39,
September,1.63,1.06,2.19,2.72,3.22,4.12,1.02,4.53,0.49,0.43,4.78,
October,1.49,5.06,0.71,1.86,5.04,4.01,2.25,3.08,4.91,3.64,3.12,
November,0.86,1.62,0.98,1.98,1.94,2.09,4.11,2.90,4.09,5.99,3.34,
December,2.87,2.71,3.29,2.81,3.44,2.35,1.13,2.88,2.66,4.86,2.74,
Total,29.35,22.05,30.13,29.59,31.20,31.22,26.62,34.79,33.19,26.26,36.33,
Calc annual,29.35,22.05,30.13,29.59,31.20,31.22,26.62,34.79,33.19,26.26,36.33,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
