EASTWOOD-MOORGREEN-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK480489,Long,-1.2852,Lat,53.0356,Elevation,301,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.56,3.28,1.43,2.43,1.04,2.36,1.63,3.18,3.21,2.25,3.1,1.26,2.13,2.55,3.42,1.85,6.25,1.45,4.36,2.05,2.08,2.2,2.17,1.05,3.25,3.25,2.78,5.12,2.57,3.23,3,3.89,3.16,2.23,2.8,2.34,5.86,1.14,0.71,2.34,2.42,0.92,1.81,2.76,4.3,1.9,3.2,2.76,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.52,0.92,1.43,3.2,3.4,0.73,2,1.79,2.17,0.27,2.84,3.93,0.85,3.22,2.55,1.79,2.65,0.79,0.69,2.74,0.44,2.13,0.63,2.59,1.95,3.58,0.93,1.31,2.3,2.31,1.71,0.78,1.79,2.89,2.53,1.72,1.57,0.78,5.24,3.25,0.54,1.7,2.8,2.55,0.91,2.8,4.36,0.24,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,3.27,3.91,2.72,0.71,2.99,1.84,1.04,4.52,1.99,1.11,2,1.33,1.13,0.68,0.73,2.83,2.88,0.23,2.66,0.12,1.75,2.69,2.03,0.72,1.54,2.08,0.11,1.84,1.99,2.82,1.81,0.71,0.3,0.74,0.99,4.52,0.65,1.44,1.04,3.61,2.61,1.55,2.68,2.87,0.79,2.9,1.9,1.38,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.5,2.92,1.24,0.84,1.38,1.25,1.42,1.53,4.35,0.92,3.1,2.42,1.94,2.19,1.63,2.08,0.79,1.35,2.67,3.48,2.79,1.16,2.22,3.13,1.85,2.56,0.12,1.96,3.25,1.6,1.34,0.83,2.46,1.99,1.13,1.97,1.35,2.18,2.74,2.1,1.81,2.21,0.36,1.31,1.94,0.2,0.9,2.63,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,3.4,2,1.63,1.47,2.49,1.98,1.99,1.33,2.54,2.03,1.64,3.06,3.45,4.58,2.52,1.28,1.48,2.3,1.88,2.96,6.53,1.58,1.1,0.33,0.22,2.7,2.09,1.27,1.44,2.34,3.71,3.4,1.12,2.4,1.34,1.42,2.42,2,1.53,2.81,2.55,2.16,2.73,3.09,0.67,1.54,2.53,0.55,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.96,0.98,2.54,1.61,2.5,2,0.44,0.78,2.48,0.5,0.93,0.63,2.43,0.07,2.71,5.3,2.78,1.3,1.68,4.58,1.06,1.64,0.54,3.05,3.73,0.59,1.61,2,0.99,0.4,0.83,1.58,1.68,2.89,2.62,1.49,2.93,0.64,1.81,1.54,2.82,3.82,3.85,3.46,3.31,1.61,3.95,0.95,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,5.15,1.11,3.08,5,1.92,1.39,3.73,2.46,4.71,0.74,3.41,4.15,2.43,1.7,2.03,2.77,1.15,1.31,6.02,4.98,4.33,2.5,1.55,0.51,4.86,3.46,4.78,5.39,3.29,3.27,2.46,1.01,2.7,2.35,2.17,3,0.97,3.92,2.4,0.9,1.27,3.26,1.77,0.78,3.49,2.98,4.65,1.49,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,5.73,1.77,1.89,2.49,1.95,4.35,1.81,2.02,1.05,3.78,5.94,3.44,3.2,3.66,2.52,3.5,3.06,2.61,2.39,4.29,1.35,0.65,1.81,1.94,1.03,0.29,2.65,2.85,0.27,3.65,2.38,2.01,2.74,2.09,4.85,0.22,4.19,1.7,3.44,5.48,1.74,1.96,4.83,0.65,6.46,4.32,3.35,0.23,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.14,1.62,1.17,1.15,1.56,1.84,4.95,1.7,1.63,1.06,2.19,2.72,3.22,4.12,1.02,4.53,0.49,0.43,4.78,3.18,1.91,1.01,1.88,5.37,3.51,2.06,2.91,1.47,0.82,0.3,1.13,2.48,4.77,1.33,2.83,1.56,2.07,1.36,3.63,1.69,2.01,1.28,2.82,0.77,2.84,6.27,2.74,0.08,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,3.58,3.76,2.4,1.5,2.42,4.13,1.44,2.7,1.49,5.06,0.71,1.86,5.04,4.01,2.25,3.08,4.91,3.64,3.12,0.72,2.94,4.83,1.34,3.71,1.85,2.76,2.97,2.73,4.58,2.83,2.09,1.62,2.7,3.67,1.17,0.26,1.83,4.24,0.91,0.76,3.52,1.95,3.51,1.59,1.27,1.7,2.27,2.22,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
