ST ALBANS (TOWNSEND C.E. SCHOOL),,,,,,,,,,,,
Grid ref,TL148086,Long,-0.337881,Lat,51.764322,,,,,,,
Station no,924/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,0.63,1.78,1.20,0.91,,4.58,,,,,,
February,4.63,0.66,1.80,2.15,,0.25,,,,,,
March,3.22,2.56,0.37,2.42,,0.99,,,,,,
April,2.88,2.30,3.06,0.13,,1.00,,,,,,
May,2.59,1.21,1.58,2.16,,0.15,,,,,,
June,,1.29,1.87,3.50,,0.76,,,,,,
July,,0.57,3.29,2.86,,2.13,,,,,,
August,,5.31,1.90,3.30,,2.35,,,,,,
September,,2.87,1.86,2.19,,3.78,,,,,,
October,,3.84,2.83,1.67,,1.68,,,,,,
November,,3.94,1.69,5.67,,0.50,,,,,,
December,,2.71,0.54,1.72,,4.28,,,,,,
Total,,29.04,21.99,28.68,,22.45,,,,,,
Calc annual,13.95,29.04,21.99,28.68,0.00,22.45,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,,
