"FEWSTON SPINKSBURN",,,,,,,,,,,,
Grid ref,SE200549,Long,-1.696460,Lat,53.989762,,,,,,,
Station no,RR2940,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.48,2.27,1.86,2.81,2.85,1.40,,,,,,
February,6.64,1.69,1.49,3.82,3.52,1.95,,,,,,
March,1.15,2.26,1.38,4.53,2.16,3.01,,,,,,
April,1.91,2.74,1.68,1.63,2.28,2.62,,,,,,
May,1.48,1.45,2.74,3.69,2.99,0.56,,,,,,
June,3.12,1.65,2.57,1.74,2.00,1.54,,,,,,
July,3.06,1.91,2.18,3.93,2.97,,,,,,,
August,5.16,1.37,4.33,5.04,3.96,,,,,,,
September,0.84,1.00,1.39,4.26,1.42,,,,,,,
October,4.00,1.81,3.62,8.21,1.05,,,,,,,
November,3.68,4.52,2.03,2.09,3.49,,,,,,,
December,3.51,4.42,2.72,1.79,1.91,,,,,,,
Total,39.03,27.09,27.99,43.54,30.60,,,,,,,
Calc annual,39.03,27.09,27.99,43.54,30.60,11.08,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
