"WEST CHILTINGTON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ093171,Long,-0.445630,Lat,50.942990,,,,,,,
Station no,451/8/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.56,1.93,1.04,1.34,3.92,4.52,2.52,4.20,3.62,3.74,,
February,5.15,0.91,1.05,1.75,2.00,0.30,4.84,2.57,0.34,3.50,,
March,3.21,2.27,0.11,2.67,1.23,0.36,1.62,2.21,2.61,2.03,,
April,1.67,1.72,1.78,0.25,0.18,1.50,0.12,0.87,3.06,1.02,,
May,2.38,2.64,1.22,2.16,3.56,0.40,0.96,3.22,0.62,1.60,,
June,2.31,1.03,1.76,3.35,2.59,2.18,2.15,3.84,1.51,1.98,,
July,1.79,0.72,2.74,2.56,1.78,3.30,5.01,1.73,1.12,4.52,,
August,4.29,2.88,1.73,2.43,1.52,4.02,2.74,3.01,1.75,4.57,,
September,2.84,3.13,3.15,2.44,2.05,4.29,4.26,4.45,0.09,4.35,,
October,1.45,2.94,3.43,2.41,3.72,1.51,1.69,4.10,3.46,8.71,,
November,5.40,3.23,1.05,6.87,1.96,0.69,3.05,2.19,4.28,8.14,,
December,2.50,2.11,0.68,2.84,3.75,5.27,2.54,5.30,9.83,5.19,,
Total,35.55,25.51,19.74,31.07,28.26,28.34,31.50,37.69,32.29,49.35,,
Calc annual,35.55,25.51,19.74,31.07,28.26,28.34,31.50,37.69,32.29,49.35,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
